,SARS,MERS,Influenza,Ebola
PTCD3,0.015267112948743191,,0.029079754601226998,
PDK1,0.015267112948743191,,,0.22499409627799752
SRPK2,0.015267112948743191,,0.02975783015821763,
SLAMF7,0.015267112948743191,0.16904694340598925,,
ZDHHC14,0.03062423176496576,0.033519023820301926,,0.035056416530723215
CENPI,0.03082133595767072,0.016615079641093412,0.029577010009686797,0.03495445894507884
ESCO2,0.015267112948743191,0.050396605067865925,0.05959049083717453,0.035285821098423056
SESN3,0.015267112948743191,,0.057869317528848364,0.034504146275149535
PCK2,0.015267112948743191,,,
RBM3,0.015267112948743191,0.08535934931249911,0.17754333375826006,0.035056416530723215
LGALS3BP,0.046768613520353323,0.13841167349412897,0.1822927287449704,0.0707336001913241
MAD2L1,0.015267112948743191,0.11736905285434401,0.14980023767509407,
CCNG2,0.015267112948743191,0.1859850626241559,0.05848907101096616,
CKAP2,0.015267112948743191,0.10070874081332781,0.0890553061601285,
PLOD2,0.015267112948743191,0.016632468526118105,0.05998111622107575,
BCAS3,0.015267112948743191,0.05018132478351367,0.059118681689360346,
PLA2G4A,0.015267112948743191,,,
CDK5R1,0.0317893809361873,0.0332406887583383,0.15409937586722564,
EDA,0.015267112948743191,0.016076024205327954,,0.10723950921185829
DMWD,0.016366410710769837,,,
PDXK,0.016366410710769837,0.09968007195992004,0.029428479173393612,0.07290984754770061
COL22A1,0.016366410710769837,,,
FGF12,0.016366410710769837,,,
MTA1,0.016366410710769837,0.19514135898554438,0.05924137315016079,
STK11,0.016366410710769837,0.01680345922886091,,
CCDC57,0.016366410710769837,0.016281792678120147,,0.10913295584148786
RAPSN,0.016366410710769837,0.03355425626182649,,
LRRIQ1,0.016366410710769837,,,
OLFML3,0.016366410710769837,0.032623674023185736,,
CBLB,0.016366410710769837,,0.08830813183958858,0.10652145197053317
CPXM1,0.016366410710769837,0.03355425626182649,,
NAP1L1,0.016366410710769837,0.016331061185690107,,0.03553221859706362
LFNG,0.016366410710769837,0.10952219352083042,0.21873880132117512,
GYPC,0.016366410710769837,0.01633395933319422,0.029531804972554084,0.035659665579119086
ZDHHC8,0.016366410710769837,,0.02837584759444624,
LIME1,0.016366410710769837,0.06621324036416645,0.08855426173042248,
CRLF1,0.016366410710769837,0.016499153740928797,,
SLC22A12,0.016366410710769837,,,
MTMR11,0.032168993116434966,,,
PLEKHO1,0.016366410710769837,0.03288337521766959,,0.18303323212764655
SYNGR4,0.016366410710769837,0.5410853702890411,,0.035285821098423056
MBOAT1,0.016366410710769837,0.050833975238207915,0.09079761285222615,
QTRT1,0.016366410710769837,,,
KCTD1,0.016366410710769837,0.06721836710546779,0.029648046496609622,
NACA,0.016366410710769837,,,0.03541326808047852
RAB3D,0.016366410710769837,,,
WDFY3,0.016366410710769837,,0.02935098482402325,
RBMS1,0.015521428102644877,,0.05951267311913964,0.1483084581888458
CDKN1A,0.015521428102644877,0.11998022061510835,0.028995802389409107,
HEPACAM,0.015521428102644877,0.03259162734718835,,0.07193434514636744
PHACTR2,0.015521428102644877,0.050867235426461384,,
SHC2,0.015521428102644877,0.03296856277177817,,0.14386455270074572
LATS1,0.015521428102644877,,,
CCDC34,0.015521428102644877,0.06840724073230467,0.028995802389409107,0.10595149396439907
CEND1,0.015521428102644877,0.03242097994695263,,
FBXW2,0.015521428102644877,,0.029144333225702295,0.03495445894507884
STEAP4,0.015521428102644877,,0.029538262835001616,0.1065687050280993
COX6A1,0.015521428102644877,,,0.034937466014138115
PEX3,0.015521428102644877,,,
USP36,0.015521428102644877,0.17002267328574874,,0.10612177288969486
DYRK1A,0.015521428102644877,0.08677755185376503,0.02975783015821763,
GBP3,0.04673567960460116,0.1547515951964066,,
GPT2,0.03081060384509624,0.016328163038185992,,0.03553221859706362
DCLRE1C,0.015127649799829362,,0.0860181239710283,0.07042636361059776
GNB4,0.04673567960460116,0.03239245007818571,,
PNMT,0.015127649799829362,,0.05917695938029882,0.035659665579119086
RBM43,0.015127649799829362,0.08456625114997589,0.4999014002288615,0.034937466014138115
ABCD1,0.031080140375766438,,,
HELB,0.015353251952484085,0.01600357051772507,,
USF1,0.015353251952484085,0.016076024205327954,,0.26039105761606646
DAB2IP,0.031080140375766438,0.03313113898702935,0.029053923151436872,0.035600190320826536
SIX1,0.015353251952484085,,0.08999902506180592,0.07289717339210505
DPYSL3,0.031080140375766438,,,0.10663234220810106
PI4K2B,0.015353251952484085,0.05032476992563249,0.12065057339819407,
NOD1,0.031080140375766438,,0.059196445512617796,
PXK,0.015353251952484085,,,
IFI30,0.031080140375766438,0.06666315969332984,,
PCDH9,0.015353251952484085,,0.029577010009686797,
CERK,0.015353251952484085,0.0328561220051009,,
NAPA,0.031080140375766438,,,0.035107395323545405
PYY,0.015353251952484085,,,
LGMN,0.031080140375766438,0.10266701926650865,0.09146969440714428,
UNC93B1,0.031080140375766438,0.17555598306449266,0.11998555324262672,0.07157491487231349
NUB1,0.031080140375766438,,0.05804007441283624,
PARP8,0.015353251952484085,0.03355416890359923,,
ACY3,0.015320437093916126,,,0.03492047308319739
CMTM4,0.015320437093916126,,,
PLK1,0.015320437093916126,0.16664561719374515,0.2083582836719921,0.07008460817938114
EIF4B,0.015320437093916126,0.016076024205327954,0.1174904755240254,
HPN,0.015320437093916126,,,
RILP,0.015320437093916126,,,
ZYX,,0.10073455002692103,0.1502780820059528,0.25490024170251624
TIGD5,,0.11675469763842754,0.02837584759444624,0.3284434465489209
XRCC5,,0.016519440773457607,,0.034937466014138115
ACAD9,,0.03328757100696384,0.11897222681951079,
CDK5,,0.05029829945442364,,
NRBP1,,0.03328757100696384,0.029544720697449144,
ULK3,,0.10099098426293053,0.029544720697449144,0.0353452963567156
TMEM37,,0.13647410711985866,,0.10671750741698488
FOXP1,,0.08365211235570028,0.238539642266942,0.34957125472305384
CPNE2,,0.03319637514811408,0.02837584759444624,0.10564775689349065
SEPW1,,0.1726647800387596,0.14853425777270896,0.035056416530723215
APLP2,,0.20363616284999772,0.24312691574937564,0.034937466014138115
PPP2R5D,,0.06722018909652837,,
GPX1,,0.265123756554095,0.02934452696157572,0.035056416530723215
PRKCSH,,0.03287735005432332,,0.1430103610471837
PYCR2,,0.050251710340125044,0.20334895225627286,
CBLC,,0.08326852117974129,,
PTMA,,0.1697992851586059,0.11814933082455309,0.14170396069315574
MDH1B,,0.04997440279604433,0.41616375950609324,
LMAN2L,,0.09899341983230447,,
DBNL,,0.06711262502912324,0.028866645140458513,0.06913544952384679
WDR48,,0.05029829945442364,0.08845377022059014,0.035056416530723215
FLOT2,,0.2787767995368923,0.1499081565576769,0.06953079382445537
AGRN,,0.1165999314258301,0.029053923151436872,0.21673129106304462
CBX4,,0.06546768759525694,0.029544720697449144,0.10621753553533494
MARCKSL1,,0.25517448785561697,0.19616144699741167,0.06969870875044394
FGF2,,0.2728425782205644,0.15505632524443214,0.07041974044332613
FBXW4,,0.10185606172153866,0.029053923151436872,
GRINA,,0.04962518324041415,0.0874744569375208,0.07034794374248798
PGPEP1,,0.12960359260495014,0.05990399279458528,0.035285821098423056
PRDX2,,0.0500839275503816,0.09146969440714428,0.035285821098423056
LSM4,,0.050023883947690105,0.21043973059544133,
FANCM,,0.016519440773457607,0.09146679426054949,0.034937466014138115
RASSF7,,0.016519440773457607,0.029544720697449144,
M6PR,,0.211031880230839,0.26719993691508614,
GRB7,,0.19972401264369058,0.33323376997529025,0.10445511988029899
EDEM2,,0.050113630723394836,,0.035056416530723215
AP2B1,,0.05029829945442364,0.12114189990591982,0.03447016041326808
FPGS,,0.049681559262678206,0.088065394591438,0.035056416530723215
DAP,,0.10114284616968816,0.12099418442888447,0.07002826031013165
APH1A,,0.10289129132242354,0.029544720697449144,0.1732969033959671
CD82,,0.016519440773457607,0.08627242687193717,0.035659665579119086
LSM2,,0.048803394425717905,0.1523314397137756,
CCNJL,,0.033121273126885,0.029635130771714563,0.0691618873264589
POR,,0.13051146347733628,,0.21464564962805446
KDELC2,,0.016519440773457607,,
COL4A3BP,,0.03313261590302354,,0.034623096791734635
CDC7,,0.016519440773457607,,0.10764952024446534
SFT2D1,,0.15296319596958652,0.059358253485842886,
MLF2,,0.15134447833295744,0.05931891029832499,
CCHCR1,,0.0674053679475386,0.08845377022059014,
PTPN9,,0.016519440773457607,0.15335739098820517,
ZDHHC17,,0.05029829945442364,0.02975783015821763,
ITSN2,,0.1678952225571573,0.18748817472168733,
TIRAP,,0.06621013748932678,0.08827698140937279,
ILK,,0.25080948666767,0.09146969440714428,0.07034794374248798
STK3,,0.11621472619566435,0.058795769545297694,0.18471063757861153
AMMECR1,,0.03263689116970896,0.08832583943450284,0.13786067876616037
ATP6V0B,,0.11806704598391707,0.029544720697449144,
RSPRY1,,0.19710109647373109,0.09098406222389248,
CHD1L,,0.1542747267005525,0.058795769545297694,
CAPZB,,0.2102963746675314,0.028866645140458513,0.03447016041326808
KCTD5,,0.08351730068769753,0.029544720697449144,0.07056868724529414
MAPKAP1,,0.10185606172153866,0.08939185344157352,
MAP2K1,,0.21635380751562044,0.24229192962539917,0.07002826031013165
GTPBP6,,0.3671249878610364,0.2162246730780167,
MEN1,,0.0332406887583383,0.058795769545297694,0.07042636361059776
PDIA5,,0.016519440773457607,0.12144577835233517,
SNX27,,0.06661718220122076,0.15335739098820517,0.03447016041326808
SHC1,,0.049616351953075725,0.02934452696157572,0.035285821098423056
SEC61A1,,0.24642114849164348,0.08992266946161771,0.034937466014138115
RNF5,,0.11801957135178304,,
JMY,,0.06706513460186639,,0.035285821098423056
ATG16L1,,0.0828382302757297,0.02975783015821763,
GABARAP,,0.2302566092991533,0.2747382069831589,0.034937466014138115
SHC3,,0.0332406887583383,,0.033994358346927676
B4GALT5,,0.2291422726445079,0.3224374334874895,
BCL10,,0.06723975562836197,0.20195741651595908,0.034937466014138115
IKBKG,,0.11964953906053208,,
CDC34,,0.10195781479054528,0.05938365060713259,
LEO1,,0.06561174073756883,,
PAK1,,0.08366409424385295,0.08827698140937279,
C1RL,,0.16950821053119766,,
ZDHHC7,,0.211031880230839,0.2752692747046704,0.14405013152225413
WBP1,,0.11959946852391912,0.029544720697449144,
ELF3,,0.17525973318249993,0.20426477276778765,0.07095762784452886
SLC37A3,,0.04933448848952104,,
CFL1,,0.26846201244683743,0.35526410155943766,0.10649005473579246
GSN,,0.17121388119942546,0.21608059458226106,0.034937466014138115
ACTN4,,0.25937569968823654,0.3316144693196764,0.2515623445902496
RHOC,,0.03328757100696384,0.18241433592708978,0.034937466014138115
JUP,,0.3533825889067132,0.24059372292841494,0.14256178869973074
PPM1D,,0.10185606172153866,0.08857513615090158,
RAB9B,,0.016519440773457607,,0.034623096791734635
UCKL1,,0.016519440773457607,,
HMGN1,,0.10077851341223958,0.059358253485842886,
AP1S2,,0.016519440773457607,,
CUL4B,,0.03328757100696384,0.08431261801562609,
DNASE1L1,,0.05029829945442364,0.08460189677951142,
USP3,,0.08254822752798811,0.1520808246482809,
EIF4G2,,0.20532841770921026,0.33662345824193357,
PPFIBP2,,0.04999541152380943,,
SPG7,,0.10174107849310399,0.20912686825226406,
FDFT1,,0.06709346343407063,0.14776160585240303,
PHACTR4,,0.13423159888608785,0.17390065939884275,
TMEM55B,,0.06684292650368424,0.05931891029832499,
MAP2K3,,0.1321522940960381,0.2156575235470347,0.10569789767055861
MORF4L1,,0.08212096021900882,0.14246018726437168,
FKBP1A,,0.1894692473793963,0.1720800509777596,
SMS,,0.1497181137930312,0.1811531243197927,0.034937466014138115
EBPL,,0.2221219046787029,0.12324068124660806,
H2AFY2,,0.03320850210483058,,
MTCH2,,0.03320850210483058,0.27227756341729575,
TMBIM4,,0.0499495111473621,0.12095972060687685,0.10716861290256742
PNPLA2,,0.20656223155467482,0.08939185344157353,0.10855780828470678
IGSF8,,0.09986689493141113,0.029053923151436872,0.035285821098423056
PFN1,,0.1565946051164198,0.11832926227967305,
STT3A,,0.04927346409711983,0.08909319148595485,0.2850831606349518
PAX9,,0.11795345714479623,0.2223430783217219,0.2942349607791659
ITGA3,,0.26532621792851796,0.3364868437423053,
GALNT2,,0.2732330009771746,0.3125021934945746,0.17878334414436273
GTF2H1,,0.016519440773457607,,
PTP4A2,,0.04597281453041857,0.1475427748392914,0.035285821098423056
SLC39A1,,0.10097227035204225,0.1820506366445491,
DDOST,,0.08460225095553585,,
SLC25A39,,0.25937569968823654,0.08992266946161771,
HMG20B,,0.050251710340125044,0.029538262835001616,
PMF1,,0.23212738792290843,,
CD9,,0.2999926710528237,0.29349502088025287,
CTSD,,0.33016822684916713,0.22982375077561398,0.17878334414436273
RPS9,,0.1859537803453837,0.11644321751667407,
HYOU1,,0.04956293011644883,0.029538262835001616,0.10773888684800616
LDHA,,0.10007143764251682,0.30425864834337735,0.034937466014138115
PEF1,,0.05029829945442364,,
AKT1S1,,0.016519440773457607,,0.0353452963567156
CLK3,,0.08310050620606588,0.11904910652617598,
ITGA6,,0.1193401904243498,0.2661952867035812,
TRABD,,0.016519440773457607,0.08937636661511117,0.07137009832323037
TSNAX,,0.08387521747935259,0.05895402601120464,
HPCAL1,,0.016519440773457607,0.029544720697449144,
CPEB4,,0.11501976688539436,0.02975783015821763,0.07171517709518449
SLC3A2,,0.3529519139269193,0.30131670024371887,0.14542761752641709
ING4,,0.032742730004393504,,0.035659665579119086
MVD,,0.05029829945442364,,
GPR108,,0.05029829945442364,,
RNF10,,0.016519440773457607,0.08619599704313706,0.07089491546424437
SUPT5H,,0.05029829945442364,0.05889915875007866,0.07078606821702393
CABYR,,0.03310491261678114,,
RAB5A,,0.08288685537486608,0.18079640672424932,
FLNA,,0.1360985597233475,0.2746440864224131,0.36676298730825907
LASP1,,0.25080948666767,0.3426731954678861,0.2905139789894804
CEP57,,0.0332406887583383,0.05947064232588297,
SDHB,,0.05003560908877085,,
STIP1,,0.16690804538944087,0.08784408792181217,
CSNK2A1,,0.03320850210483058,0.059183483818647846,
DCTN4,,0.07988642105052199,0.1811531243197927,
HMGB1,,0.26442135729761324,0.32318826439317067,
PLXNB2,,0.26446428017326923,0.12062909557861123,0.07171517709518449
LRRC41,,0.08438033328743823,0.09020183206471548,0.10498748456395039
PKN1,,0.016519440773457607,0.029544720697449144,0.0353452963567156
ADIPOR2,,0.05029829945442364,0.08662920739508646,0.034937466014138115
MTPN,,0.11801522949866045,0.36145987192408346,0.035056416530723215
AP2A1,,0.08129592496291832,,
CTGF,,0.19882319847783528,0.2756557782182732,0.45214343407890073
NPB,,0.08257665076019022,0.11486604967250248,0.17602419151437737
SUPV3L1,,0.1713129273808283,,
PITPNC1,,0.03300180181094769,,
PRRC1,,0.08320318741711354,0.029053923151436872,0.10679107978910982
RAB34,,0.016519440773457607,0.08992266946161771,
EEF2,,0.1377541656332155,0.2752692747046704,0.10411333269885195
SERPINE2,,0.13179624347059982,0.27136893955017705,0.07289717339210505
DVL2,,0.0500839275503816,0.029596383597029385,0.035107395323545405
PLD3,,0.049616351953075725,0.06035578637314937,0.10678827549687096
CAPN10,,0.033121273126885,0.08927177837137283,
YKT6,,0.25938508650207975,0.26592455146695804,0.034937466014138115
ANP32A,,0.10216875566450778,0.02975783015821763,0.14005980740546103
RAPGEF1,,0.10199836700779111,0.0876107090966602,
WBP2,,0.15096381007486892,0.08564064373653398,0.28277210693054344
MORF4L2,,0.22696199753545906,0.17635085612991896,
DAK,,0.03263689116970896,0.028866645140458513,0.18037121084037655
SPINT1,,0.2732330009771746,0.24077763381934905,0.03469956498096791
UXS1,,0.016519440773457607,0.08961358068854522,
CCDC9,,0.0332406887583383,0.304678508977118,0.16974057852194047
WDR45,,0.03328757100696384,0.11904910652617598,
LRFN4,,0.10238102035282966,,0.03469956498096791
SIRT7,,0.06684292650368424,0.05931891029832499,
EPHA2,,0.08271774725057773,0.1994942781837012,0.2986956860537629
PYGO2,,0.06721836710546779,0.058795769545297694,0.035659665579119086
MRPL38,,0.016519440773457607,0.029544720697449144,
RHOD,,0.13567091943272802,0.029544720697449144,
SUPT16H,,0.06578651670338681,0.2752113652298209,
ACTG1,,0.25080948666767,0.3316144693196764,0.14579802030380895
PIGB,,0.016519440773457607,,
PPP2R4,,0.09948161971195782,0.05889915875007866,0.03541326808047852
ELF2,,0.1691649834867228,0.14274828910770462,
PAK1IP1,,0.10002211402032345,0.059215467198766636,
CHAD,,0.0332406887583383,0.02934452696157572,
HSP90AA1,,0.24649476378954716,0.11886500537041786,0.10562925262274525
ABHD2,,0.08314611870821617,,
CLIC5,,0.18303922716936338,0.1509413761598742,0.07017657222860973
PREB,,0.06723975562836197,0.029596383597029385,
DMKN,,0.22823138346145722,0.060152646653633644,0.07141285498295438
RBCK1,,0.13450921209756542,0.028995802389409107,
ASB1,,0.03320850210483058,0.05916721789927982,
ATP6V1B2,,0.06699241107154588,0.09002469004015574,0.035056416530723215
PPP2R1A,,0.10071281312394806,,0.07171517709518449
CAMK2N1,,0.117894366934049,0.20973765405238853,
ATP13A1,,0.016519440773457607,,0.14236151684431497
DTX2,,0.03328757100696384,,
SIRT5,,0.016519440773457607,0.05786255056400096,0.10553657106444986
EREG,,0.1652910422991875,0.02975783015821763,0.1816961476725963
P4HB,,0.2678860230429088,0.18107482401163102,0.03433421696574225
RAB25,,0.25937569968823654,0.14642517332266583,
AP1M1,,0.10114284616968816,0.12099418442888447,0.1784032677716014
HDGF,,0.21272825986071858,0.17595010082490672,0.14186638028059198
TNKS1BP1,,0.06723975562836197,0.1793603594405082,0.14327582176480008
UBTF,,0.10064976769622729,0.029544720697449144,0.07013784433572312
SLC25A42,,0.0332406887583383,0.029053923151436872,0.03492047308319739
PLOD1,,0.06638393511113244,,0.10484413780475421
BRCC3,,0.016519440773457607,,0.034937466014138115
GCA,,0.06604605924460723,0.02975783015821763,0.10585807715035947
PRPS1,,0.04967265836248484,0.1162474407563192,
EEF1A1,,0.27894518339503926,0.32642692673215956,0.07193434514636744
SLC7A5,,0.4349923209218631,0.3307507180664789,0.2509092461175304
TRAF4,,0.08459107438639132,0.058724702940705094,0.0695950659802275
PNRC2,,0.13118969132104485,0.08867102031496359,
CIC,,0.15528606187952093,0.029544720697449144,0.034504146275149535
SERF2,,0.265123756554095,0.1499081565576769,
AP1M2,,0.1012198682073875,0.060152646653633644,
IRF3,,0.09938624008596315,,
ARRDC1,,0.05029829945442364,0.029053923151436872,
RBM14,,0.11703417493179538,0.17291521500026455,0.07055519793064949
CAPN1,,0.03287735005432332,0.08992266946161771,0.25247279084420987
CBR1,,0.016519440773457607,,
PRKCI,,0.09851286363444096,,
ST3GAL1,,0.249143615625538,0.21212672624843987,0.034937466014138115
AAMP,,0.050023883947690105,,0.034937466014138115
NIPSNAP1,,0.17263209193377976,0.18136108967817857,0.07289717339210505
PCGF2,,0.09924203272422051,0.08937891554055456,0.0707412266312712
IGFBP4,,0.09946294629762775,,
BTBD2,,0.016519440773457607,,0.07171517709518449
YES1,,0.049548414686606077,0.11877829850135611,
LONP1,,0.0664348327589776,,0.17715483369149457
MAPKAPK2,,0.016519440773457607,0.029544720697449144,
BIK,,0.05002803516178396,0.02975783015821763,0.22356208495374738
CTNS,,0.016519440773457607,,0.035285821098423056
GATAD2A,,0.016519440773457607,,0.10794108451927473
INPPL1,,0.016519440773457607,0.029544720697449144,0.14229579808329063
ACTR1B,,0.05029829945442364,0.08992266946161771,0.035285821098423056
RELA,,0.0332406887583383,0.08827698140937279,0.0353452963567156
CNN2,,0.016519440773457607,0.029544720697449144,0.2925649080852025
ABL1,,0.08449913077364417,0.029544720697449144,0.03433421696574225
CD300LB,,0.1353279118268466,0.08827698140937279,
TUBA1A,,0.13493755680979272,0.3047734498106306,
HDAC4,,0.13664305398162602,0.05865049855046825,0.10899271882270523
ACTB,,0.09922559826050283,0.10972967258967344,0.2140070033982672
CPNE1,,0.1796099648268752,0.15276539140400267,0.0707336001913241
PDLIM7,,0.1327549327114499,0.14913470844180618,0.21561711373448667
CLU,,0.3850715487441674,,0.034937466014138115
AHCTF1,,0.016519440773457607,,0.07021422630621085
TMEM86B,,0.047639988146443296,0.3951513503903395,0.07171517709518449
NSUN4,,0.050251710340125044,0.058795769545297694,0.21235543108591015
SCAND1,,0.032742730004393504,,
EPHB2,,0.13448281709617133,0.05903140306017715,0.06913544952384679
PDGFB,,0.16942118413152588,0.060152646653633644,
PPP1CA,,0.1162345083832777,0.08764459976196119,0.034937466014138115
CASC3,,0.14877255275299836,0.26592455146695804,0.033994358346927676
HMGA1,,0.21336469406383854,0.20505653972747542,0.07171517709518449
BSG,,0.11759810874762294,0.15020027347359968,0.07171517709518449
KIF5B,,0.04971599861181652,,
SPTLC1,,0.016519440773457607,,
MANSC1,,0.03303257489594762,0.2701383949500195,
RCE1,,0.1019211305043279,,
AP3M1,,0.016519440773457607,,
PNPLA6,,0.016519440773457607,,
ST14,,0.20687701148080745,0.26951461321419445,
CCT7,,0.15381936503831786,0.02988698740716823,
RBM4,,0.19269140218097716,0.05947415896010972,
ARHGAP21,,0.12038701206338348,0.08803905394349189,
SLC1A5,,0.08293098754369728,,0.03433421696574225
DNM2,,0.05029829945442364,,0.03433421696574225
DCTN1,,0.23204289187683594,0.1808424414484869,0.22528480516581972
MTMR14,,0.06621324036416645,0.1143214688796344,0.10743611019705515
FHL2,,0.13343344611768315,0.43755744812346403,0.4180035602192401
APBA1,,0.03266396966582318,0.09013371194303166,0.07055519793064949
WBP4,,0.016519440773457607,0.029544720697449144,
MTCH1,,0.1685779424568474,0.18363373213505238,0.034937466014138115
PELI2,,0.0674053679475386,0.05865049855046825,0.10554211753267315
RNASEH1,,0.04996351470013553,,
RAB5B,,0.211031880230839,0.2746528392351058,
ENO1,,0.2302151837345678,0.35276313054516334,0.034937466014138115
TROAP,,0.09996035954098004,0.058795769545297694,0.22499409627799752
ADRM1,,0.1486747902527748,0.029053923151436872,
FUBP1,,0.06659152834309956,0.12054006858826814,0.035107395323545405
TBC1D17,,0.11793628949518267,0.029053923151436872,
TNFRSF12A,,0.5841594751964574,0.088264158567537,0.33683633753572045
PPAP2C,,0.08387521747935259,0.058899345796659085,0.06976212655682837
HMGN2,,0.08252895250031925,0.08861609147547539,0.1463529971933411
LAMA5,,0.22395824813990634,0.05939043817880671,
PFN2,,0.21162341985430677,0.3539120642649108,
PPM1G,,0.17105787157378183,0.2172791017532984,
RNF167,,0.14780753332076105,0.1489965566737171,0.10769867561088577
THRA,,0.1351090165188637,0.05990399279458528,0.03484400489396411
PSMD3,,0.23597208261728891,0.3385072236370162,
ADCK5,,0.08387521747935259,,
UNC13D,,0.19193187707809692,,0.035659665579119086
ARHGAP19,,0.09983793888805363,0.0880583659991897,0.07157491487231349
DDX11,,0.23430221622409528,,
APEH,,0.03328757100696384,0.09146969440714428,
ETF1,,0.1684416013220528,0.2426471071481784,
PPFIBP1,,0.10039339654926749,0.182196626030039,
EPHX1,,0.5107632239679738,0.059144489362042765,0.07171517709518449
MTMR2,,0.12076000416718875,,
WDR73,,0.27947229069800716,,
LAMC1,,0.03308430629248606,0.3545093699855372,0.14152686512862478
VPS37B,,0.06580587044449526,0.11906196492960347,0.10688230454532605
MRFAP1,,0.08200312976567163,0.23953828771914115,0.035600190320826536
DDX5,,0.17431466060710588,0.12025490866034028,
RAB11A,,0.13791295643287682,0.08927006903335444,
PPP1CC,,0.08176935742572927,0.15150224940034387,0.035056416530723215
PLEKHH3,,0.1368001007608528,,
DDX17,,0.049708680462407534,0.05864737820136959,0.0353452963567156
KRAS,,0.08402402290781237,0.060142819575027005,0.10413985583201066
YBX1,,0.1695229731316399,0.32501606307811987,0.035056416530723215
DHPS,,0.016551320396002878,0.09046462711989538,
HSP90B1,,0.1362887542886501,0.1494505381318714,
ATP5A1,,0.21461798370131005,0.18149229859238974,
KRCC1,,0.10165076569182113,0.1473352891149565,
FOXK2,,0.033281889146124614,,0.13999684820135327
STARD7,,0.03311044530450713,0.029544720697449144,
PGD,,0.06634565153938456,0.24308860930161189,
TBC1D10A,,0.4894830926366547,,
PAK4,,0.21360689920736478,0.1804586045937814,
SCAMP2,,0.032897694303936645,0.029596383597029385,
UBE3B,,0.016551320396002878,,
NUP160,,0.06842426857158843,0.02975783015821763,0.034937466014138115
RPL5,,0.10165076569182113,0.12084029960084841,0.07042899720137089
TMEM106B,,0.08395438058343227,0.05950620891613006,0.03495445894507884
BRF1,,0.048449874757555925,0.17068941650200886,0.3815412183933664
PSD4,,0.31683836479677363,0.029538262835001616,0.035659665579119086
SF3B2,,0.17286320101104258,0.151677159748443,0.10539182689715677
LSM12,,0.19111875973265255,0.1762801148493854,
GNA11,,0.10107830983951833,,0.06969870875044394
RBPMS,,0.10175415279153734,0.15041855724551342,0.10621753553533494
POLD2,,0.016551320396002878,0.08566224544848569,
BIN1,,0.1841332895855457,,0.14118509217616665
PSMD13,,0.11671927217041216,0.24738905316361356,
B4GALT3,,0.10119923967645261,,
DUSP14,,0.0332440732510608,,
PGAM1,,0.05015462282287884,0.12099418442888447,
TMEM123,,0.09896860189753458,0.08919664494701869,
HSPA8,,0.15637837738583235,0.30215694310134256,
BTF3,,0.3323003152485758,0.1791971846719162,
DNAJB6,,0.03308430629248606,0.2848695430997106,0.07095762784452886
PSMD11,,0.1551273582991755,0.08952767618241082,
HACE1,,0.28038027852524056,,
HUWE1,,0.08461810464364487,0.29853978724051283,0.2069652430905776
DUS3L,,0.016551320396002878,,0.07084689946104192
CALM2,,0.18810896577659425,0.1845410226630927,
SMC3,,0.05025221809888904,0.2094171867580125,
SBDS,,0.08360089447994358,0.059470528195766134,0.06934028174906545
DHCR24,,0.22872370047184531,0.3030463496303845,0.034623096791734635
NLRP2,,0.06681135681879045,0.12226794951205076,
CIRH1A,,0.033194925308061785,0.058899345796659085,
LDB3,,0.28546010654425774,,
NUDT21,,0.15563832082082707,0.11804968019286066,0.0709365356041407
TRIP13,,0.2942823157182333,0.0592706546582762,0.034937466014138115
KPNB1,,0.1026496253980212,0.11977895081590599,0.03441918162044589
DDR1,,0.24346576316807625,0.3313054341970502,0.06990144037349835
CEL,,0.5410853702890411,0.058743975079054926,0.14535213824131776
SYNCRIP,,0.09965837104344386,0.06011981997876229,0.034937466014138115
BAALC,,0.1213499050953656,0.029538262835001616,
PHB2,,0.21171625958185855,0.30051962737669013,
PREP,,0.05015431416283297,0.11873171664096953,
TEX261,,0.049226102812629464,0.060142819575027005,0.03447016041326808
MOCS3,,0.11517431065765468,0.05947064232588297,0.10340792465127038
HPS3,,0.04986920182282101,0.14838022039102772,
SNX21,,0.43627389847908743,,0.035659665579119086
PTPLB,,0.08390869480979779,,0.0353452963567156
ATP2C1,,0.06692929241466439,0.21021171348287657,
SLC25A1,,0.06634565153938456,0.18099406936961798,0.06948219780423742
ATP1A3,,0.5151194933479921,0.0593026427938165,0.2163787153278694
LIG3,,0.24000367844018572,0.1510948074167151,
ZDHHC5,,0.05017827328586242,0.05918671829786344,
BLCAP,,0.18371487122592517,,
NDUFA9,,0.13528403660512736,0.15245213794283388,
NONO,,0.1873203645269076,0.0877757426317714,
GDI2,,0.11394099641643085,0.14933276360643885,0.035285821098423056
CLSTN3,,0.35864130917346027,,
AGPAT1,,0.2041014539673165,0.02934452696157572,
AATF,,0.06747961971969595,0.11735862141410174,
TSPAN4,,0.13644549059368322,,
VSIG1,,0.4215849347136499,0.05930288056489333,0.07105220197032719
PRPSAP2,,0.08487431706802835,,
ARL6IP6,,0.11729469810308076,0.11877829850135611,
RTN3,,0.23085410180816565,0.11667482769606308,0.07055519793064949
ERGIC3,,0.1187740124506646,0.18048465549593615,
CPSF4,,0.1366549533869497,,
SERBP1,,0.10075448808809685,0.17620235484108512,0.03492047308319739
TPM1,,0.0332440732510608,0.2666507478145065,
ASPH,,0.11475499314675426,0.11837766173802407,
