,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42
AZGP1,0.6438253012048193,0.5645351779989877,0.5296189889869349,0.486468808764609,0.4568607570490488,0.3843813387423953,0.34594451081907246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EPS8L2,0.5703039430449068,0.5300601765929926,0.4887817224160304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LMBR1,0.5625,0.5016028344862505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WDR60,0.6681955093099671,0.5861312637084528,0.5474382652712224,0.5170059684408442,0.48131517960602205,0.448811133648861,0.39808177352980856,0.32786372870761377,0.29993690283035696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PLEKHG6,0.6034364731653888,0.5281480231708002,0.48170189479444375,0.4114749407243786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRDM8,0.5822836801752465,0.5066925369776739,0.4390177166700836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CYP46A1,0.5725629791894852,0.52986333727012,0.4940488405499668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DPT,0.6536144578313253,0.5782858106968112,0.5365962104111089,0.5054778840650777,0.4794322132097302,0.3966362407031774,0.3481680605336624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IL15RA,0.8341319824753559,0.7619368989370676,0.7079485600930296,0.6639686043659553,0.6241309385863267,0.5862632409285551,0.5518385769281827,0.5193780278168468,0.48116098792139983,0.45549850235344475,0.4294682422451989,0.40850664355863614,0.38991359255566577,0.3600610920198551,0.32009548611111194,0.3109786388474921,0.2915939499709132,0.2989888423988839,0.27546862265688615,0.2629107981220655,0.25441501103752756,0.24866920152091274,0.24327485380116978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AMOT,0.7364457831325301,0.6737810021933524,0.6347219372050072,0.5952906548933038,0.5594824256469674,0.5283412215460892,0.49455728129563314,0.469135802469137,0.4387957454479914,0.41577877620881365,0.3924175283111748,0.37579433853263855,0.3491193087404446,0.3241695303550985,0.3020833333333345,0.29384003974168005,0.28054101221640476,0.2907949790794975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PHLDA1,0.7356243154435925,0.6569090602328328,0.592413981804501,0.5591120922246745,0.5284376207029738,0.5014086094207797,0.4742466480817744,0.4507735583684968,0.42054263565891586,0.4045999144201965,0.38626292466765,0.3537694974003448,0.34346959122632037,0.3211149293623532,0.3020833333333345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KIF26B,0.7660186199342826,0.6756369158090095,0.6229564265681647,0.5821682609762079,0.538238702201622,0.5061415370745999,0.4691358024691369,0.4413970932958302,0.41783847124572027,0.39901583226358495,0.31425406203840095,0.271808203350664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WNT7B,0.5954956188389923,0.5337438839210392,0.49630617689308215,0.41556291390727257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CORT,0.6397179627601314,0.5668128901636578,0.5411792872289484,0.5165562913907269,0.4934337582078012,0.43779580797836143,0.3808243727598627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GPR84,0.7282311062431545,0.6543782689387548,0.6063684246528491,0.5727659226555468,0.5421494785631512,0.5126774847870176,0.48081773529802363,0.45436786997968615,0.4175680548044004,0.40021394950791506,0.37038404726735363,0.3569468515309052,0.34687603855101284,0.23018327605956576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ATP11C,0.6772316538882803,0.5796355660536527,0.5322525480539023,0.5036382961327748,0.4751351873310125,0.4534877169258508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USP21,0.5861171960569551,0.5117822394690962,0.4427115397769918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
