,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33
ATP5B,0.6803749043611323,0.6427815970386039,0.6337022491967154,0.6317991631799162,0.6260282021151589,0.6185682326621925,0.614200439836632,0.6107772435897434,0.614035087719298,0.5959595959595959,0.549773755656109,0.4826007326007326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TMEM185B,0.5970734506503442,0.5646042658205535,0.5446864215161251,0.5300635363396875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCDN,0.5970734506503442,0.5646042658205535,0.5446864215161251,0.5300635363396875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITGB5,0.6548393267023718,0.6122421998942359,0.6004403189337141,0.5960018596001861,0.5859772816294558,0.5722097936863039,0.5411561420043979,0.508814102564102,0.4298245614035096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
STK25,0.6922341239479725,0.6086726599682708,0.5865167202189694,0.5668681233534791,0.537113200156679,0.5141685309470543,0.4840559220860814,0.4307892628205127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FOLR2,0.6953902065799541,0.6451612903225806,0.620849696536951,0.6147528281419494,0.6048766157461812,0.5961968680089486,0.5884385799560162,0.5769230769230768,0.5651629072681702,0.5410353535353538,0.46945701357466085,0.3816391941391937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALDH18A1,0.5461935730680949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B2M,0.7532517214996174,0.7103384452670545,0.6902891824348446,0.6466759646675965,0.6275949862906386,0.6076311210539398,0.5694313540684888,0.539463141025641,0.5298245614035086,0.5287247474747475,0.5026395173453999,0.49450549450549464,0.4422222222222221,0.4036568213783402,0.38950276243093934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CDK5R2,0.8441086457536342,0.8018244315177155,0.782042127811496,0.7589493258949326,0.7364864864864865,0.7091722595078299,0.6928997800816838,0.6852964743589743,0.681453634085213,0.6732954545454544,0.6380090497737557,0.6304945054945055,0.5911111111111113,0.5654008438818565,0.572744014732965,0.5659472422062349,0.6209150326797387,0.6756756756756757,0.6384615384615385,0.5595238095238094,0.5615942028985507,0.625,0.505050505050505,0.5178571428571429,0.3666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FEN1,0.7468439173680184,0.6983077736647276,0.6559562061168629,0.597629009762901,0.5694281237759501,0.5361670395227442,0.500314169022934,0.4891826923076921,0.48120300751879747,0.4690656565656572,0.454374057315234,0.39423076923076866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DDX21,0.7092578423871461,0.578397673188789,0.5306438176841605,0.5031768169843488,0.48374461417939646,0.445749440715881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BPNT1,0.7565990818668706,0.7008196721311475,0.682434844698322,0.6622501162250115,0.6399334116725423,0.6265224956500124,0.6167137920201067,0.6091746794871795,0.6155388471177944,0.6019570707070706,0.565610859728507,0.5526556776556778,0.5216666666666668,0.48593530239099847,0.43388581952117816,0.40167865707434103,0.3676470588235296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARFGEF1,0.7236036725325172,0.6833685880486515,0.670891348327978,0.6501627150162714,0.6255385820603213,0.606388267462093,0.5939365378573672,0.5887419871794872,0.5839598997493733,0.5703914141414141,0.5392156862745101,0.5325091575091576,0.5044444444444445,0.47609001406469736,0.41086556169429067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TMSB4X,0.6365723029839326,0.6078794288736118,0.5969891705343329,0.587866108786611,0.5692322757540152,0.5454884414615957,0.5007068803016016,0.4803685897435894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TMCO1,0.635902830910482,0.6196456901110523,0.6143639176484588,0.6114985278165194,0.6042890716803763,0.5952025851354712,0.5840402136349354,0.5667067307692304,0.5463659147869673,0.4199810606060645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASCC3,0.8592195868400918,0.828397673188789,0.814709032488397,0.7892453122578644,0.7608695652173912,0.7312950534427044,0.7144203581526861,0.7075320512820513,0.7092731829573935,0.7080176767676768,0.657239819004525,0.6373626373626374,0.6050000000000001,0.5794655414908579,0.587476979742173,0.5815347721822542,0.6013071895424837,0.6621621621621622,0.6461538461538462,0.5773809523809522,0.5942028985507246,0.611111111111111,0.5454545454545454,0.5357142857142857,0.4733333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PODXL2,0.7503825554705432,0.6957958751983078,0.6751755325478995,0.6552766155276615,0.6316098707403057,0.6126025354213274,0.5967640590637763,0.5905448717948718,0.587719298245614,0.5741792929292929,0.5467571644042234,0.5421245421245423,0.5083333333333334,0.48523206751054837,0.46040515653775327,0.3872901678657079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AMFR,0.6024292272379494,0.5605499735589635,0.5331429251457813,0.5120874012087414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MCM2,0.7339326702371843,0.677683765203596,0.6369748899202665,0.6285448628544863,0.6226008617312967,0.6099925428784491,0.6014765944077912,0.5933493589743588,0.5789473684210525,0.5505050505050507,0.5075414781297137,0.46428571428571425,0.4277777777777775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ANKRA2,0.792176740627391,0.7502644103648863,0.7399143163156016,0.7253990392065705,0.6983940462201333,0.6716380810340542,0.653942821237826,0.649238782051282,0.6491228070175439,0.6458333333333331,0.605580693815988,0.5961538461538463,0.563888888888889,0.5421940928270041,0.5313075506445673,0.526378896882494,0.5506535947712419,0.5675675675675675,0.517948717948718,0.4598214285714285,0.4257246376811592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UBE2E3,0.5887528691660291,0.5475497972853869,0.5098179221706524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VCL,0.6798967100229533,0.652432575356954,0.6270974651910032,0.5898031923136526,0.5762828045436744,0.5566741237882178,0.5131165567075079,0.47956730769230743,0.46992481203007597,0.3500631313131328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GOLT1B,0.5925784238714613,0.5007491627005073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PKLR,0.564460596786534,0.5343733474352194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NDUFC2,0.7193955623565417,0.68204653622422,0.6694037843627276,0.6442739810940646,0.6333725029377206,0.6241610738255033,0.6146716933710336,0.6111778846153847,0.6055137844611528,0.5950126262626261,0.5512820512820515,0.5105311355311357,0.4080555555555545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLC35A2,0.639345830145371,0.6121099947117927,0.6050220159466856,0.5978614597861461,0.5904817861339603,0.5810340541884167,0.5648759032359406,0.5386618589743586,0.41215538847118005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VLDLR,0.6087413925019127,0.5437158469945355,0.487682970367726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NT5E,0.6719586840091814,0.5731976026793583,0.5346899916696418,0.4998450333178373,0.4809048178613393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
INADL,0.6627773527161438,0.5776925788824254,0.5415922884684041,0.5044165504416552,0.4887387387387387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LMAN2,0.6931905126243305,0.6664463246959281,0.6435796739259788,0.6373004803967145,0.6314140227183707,0.6204325130499628,0.6061891297518063,0.5899439102564099,0.5709273182957392,0.5378787878787882,0.5000000000000003,0.3754578754578743,0.3224999999999993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EFNA2,0.7709449120122418,0.7131147540983607,0.6860049982149232,0.6710832171083215,0.652467685076381,0.63547104151131,0.6203267357838518,0.6151842948717949,0.6147869674185463,0.6047979797979797,0.5716440422322776,0.5728021978021979,0.5327777777777779,0.5049226441631504,0.49907918968692444,0.47961630695443663,0.44771241830065406,0.42567567567567555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DNAJA3,0.6391545524100994,0.6220253833950291,0.6080566464357966,0.5951495428482878,0.5860752056404233,0.5739497887148894,0.5516808042726982,0.5132211538461533,0.46390977443609105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RBM22,0.5930566182096404,0.5038780186849988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OSBPL6,0.7070581484315226,0.646351136964569,0.6201951683922409,0.5952270261893695,0.5756952604778695,0.5659955257270693,0.5486961985548223,0.5234374999999998,0.5150375939849626,0.5037878787878792,0.4743589743589746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GBAS,0.6074024483550114,0.5441124625418641,0.49416874925621784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SMG7,0.6658377964804897,0.6224219989423585,0.5813995001785076,0.5607469394080276,0.5345671758715241,0.5106885408898827,0.4804429783223368,0.4631410256410254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TMED3,0.6761667941851568,0.6230830248545743,0.6147209330001189,0.603440260344026,0.5937132784958874,0.5822769077802636,0.5703738611372917,0.5480769230769228,0.5182957393483709,0.3844696969697003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KIFC3,0.8713657230298393,0.8297197250132206,0.8072117101035345,0.7877731287773129,0.7675283979631806,0.7335321899080287,0.7196041470311028,0.7047275641025642,0.7092731829573935,0.7017045454545454,0.6662895927601811,0.6565934065934066,0.6083333333333334,0.5942334739803095,0.5874769797421732,0.592326139088729,0.6454248366013072,0.6756756756756757,0.6461538461538462,0.613095238095238,0.6268115942028986,0.6944444444444444,0.6666666666666667,0.6428571428571428,0.5333333333333333,0.3174603174603174,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SEMA4A,0.6054896710022953,0.5384717080909571,0.49642984648339994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PTCH2,0.7364192807957154,0.6471443680592279,0.5897298583839105,0.5605144893847824,0.5416177046611831,0.5183942331593335,0.5053408733898835,0.471153846153846,0.4704260651629077,0.4643308080808088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HCN2,0.6857306809487376,0.5782654680063458,0.5460549803641558,0.5033317836665121,0.4847238542890717,0.47253293562018306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHIA,0.6366679418515685,0.5849638639167988,0.5150541473283355,0.4969781496978157,0.4825695260477865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCNL2,0.6075937260902831,0.5754891591750396,0.5594430560514102,0.5339377033937711,0.4922640031335709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZNF512B,0.6045332823259373,0.5743874493213467,0.5603950969891703,0.5495893382922675,0.5315315315315322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPS2,0.6230872226472839,0.5945267054468535,0.582589551350708,0.5733767240043394,0.5579710144927541,0.5207556549838424,0.4972510210493236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DARC,0.6085501147666411,0.5340208002820376,0.4905390931810089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MPV17,0.7289594491201224,0.6790058170280275,0.6407830536713078,0.6137455447078877,0.5988053270661968,0.5850111856823267,0.5713163682060949,0.5604967948717948,0.5483709273182958,0.5369318181818186,0.5101809954751134,0.44093406593406675,0.40499999999999897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COPE,0.850707727620505,0.8083024854574299,0.7900749732238487,0.7712691771269177,0.7436349392871132,0.7147651006711409,0.6928997800816838,0.6828926282051282,0.681453634085213,0.6616161616161614,0.6353695324283559,0.625915750915751,0.5866666666666668,0.5689170182841069,0.5736648250460405,0.5635491606714629,0.6013071895424837,0.6554054054054055,0.6153846153846154,0.5684523809523809,0.572463768115942,0.6388888888888888,0.6212121212121212,0.511904761904762,0.43333333333333346,0.3174603174603174,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SORD,0.6747322111706198,0.6383747576238321,0.6216827323574912,0.5877886254455292,0.5424010967489231,0.4975142928163061,0.4853125981778193,0.47636217948717924,0.46741854636591545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLC25A17,0.564460596786534,0.5343733474352194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NOLC1,0.612088752869166,0.5351665785298783,0.5010710460549809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD47,0.6049158377964805,0.5840824960338445,0.5729501368558847,0.5662482566248259,0.5484723854289077,0.5070842654735261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TNS1,0.692903596021423,0.6261237440507668,0.5607521123408307,0.5185960018596004,0.4957892675283981,0.48272433507332774,0.47023248507697074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ILF3,0.6335118592195869,0.5812621188083905,0.5605736046650004,0.548272121493879,0.5265374069721902,0.4297787720606514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ETFA,0.6535960214231064,0.5924114225277631,0.5298107818636196,0.4814039981404034,0.39791421856639797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PTK2B,0.7188217291507268,0.6275780010576415,0.5829465667023682,0.5502092050209206,0.5261457109283199,0.5024857071836936,0.42326421614828325,0.4016426282051257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PSEN1,0.5461935730680949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RASSF4,0.7846212700841622,0.7490745637228979,0.7312864453171486,0.709902370990237,0.6860556208382297,0.6556052696992294,0.6415331448319196,0.6304086538461539,0.625062656641604,0.6164772727272725,0.5806938159879337,0.5796703296703298,0.5461111111111113,0.5218002812939521,0.5165745856353591,0.5011990407673863,0.5261437908496732,0.5405405405405406,0.46153846153846145,0.3973214285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IGSF3,0.660195103289977,0.5913097126740701,0.5672378912293227,0.5511390051139007,0.5378965922444185,0.5123042505592836,0.49340245051837844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RUVBL2,0.6481446059678653,0.6065573770491803,0.5918719504938712,0.5863164419649777,0.5688405797101452,0.5425055928411631,0.5082469368520255,0.4353966346153822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PDIA6,0.6691851568477429,0.6504494976203067,0.6407830536713078,0.6359832635983264,0.6317077947512731,0.6221725080785485,0.6165567075086394,0.6149839743589742,0.6100250626566414,0.594381313131313,0.5230015082956265,0.4995421245421246,0.3677777777777762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GCNT2,0.6757842387146136,0.578397673188789,0.5229679876234679,0.5026344335967773,0.48834704269486895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
POLR2B,0.5683817903596021,0.523400317292438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MEMO1,0.5461935730680949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SERPING1,0.7614766641162969,0.7061078794288737,0.6592883493990241,0.6396249806291646,0.6182922052487271,0.6055182699478002,0.5893810870248193,0.5865384615384616,0.575689223057644,0.5625000000000001,0.5286576168929112,0.524725274725275,0.4738888888888888,0.4317862165963429,0.38950276243093934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIOX,0.6702371843917367,0.6168693812797462,0.608889682256337,0.603672710367271,0.5935174304739524,0.5842654735272186,0.5722588752748977,0.556690705128205,0.5348370927318294,0.4595959595959615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COL9A2,0.7860558530986993,0.7132469592808038,0.6933238129239557,0.6783666511699984,0.6478652565609089,0.6332339050459856,0.6138862708136977,0.5985576923076923,0.5922305764411027,0.579861111111111,0.55052790346908,0.5544871794871797,0.5216666666666667,0.4936708860759492,0.4769797421731123,0.446043165467626,0.47222222222222227,0.45720720720720726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FBXL8,0.8846595256312165,0.8373876255949233,0.826490539093181,0.8138075313807531,0.7895613004308657,0.7659706686552322,0.7485076971410618,0.7347756410256411,0.7388471177944862,0.7376893939393938,0.6979638009049774,0.6817765567765568,0.638888888888889,0.6132208157524613,0.6123388581952117,0.6151079136690648,0.6862745098039216,0.7297297297297298,0.7230769230769232,0.6577380952380952,0.6594202898550724,0.7083333333333333,0.7272727272727273,0.7321428571428571,0.64,0.5476190476190476,0.4375,0.2361111111111111,0.0,0.0,0.0,0.0,0.0
SPACA3,0.5738332058148431,0.5022474881015333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EXTL1,0.7403404743687835,0.7069011105235325,0.690943710579555,0.6707732837439949,0.6511946729338036,0.6287596321153368,0.6176562990889097,0.6127804487179487,0.6147869674185463,0.6038510101010099,0.5727752639517346,0.5700549450549451,0.5266666666666667,0.5042194092827003,0.501841620626151,0.43764988009592376,0.45751633986928153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCNY,0.597264728385616,0.5632822139961219,0.5447459240747351,0.5309933364326676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SARS,0.691469013006886,0.6357747223691169,0.6165655123170296,0.6071594607159461,0.5899921660791229,0.580909768829232,0.5711592836946275,0.5568910256410255,0.5358395989974937,0.4782196969696989,0.4377828054298659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EIF2S2,0.6689938791124713,0.5943504318702626,0.546947518743306,0.500154966682164,0.49236192714453614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GOLGA4,0.6532134659525631,0.5695399259650978,0.538438652862073,0.48434836510150725,0.3690266353309838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KATNB1,0.6770275439938791,0.587916446324696,0.5361180530762825,0.5011622501162255,0.4820799059929492,0.4729057916977371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
