,Sars,Mers,Iv,Eb
MUC16,0.00017022767996103462,,,
TEK,0.0015007613872230774,0.0,,0.0
NKX2-5,1.8931240548234157e-06,5.673965187602759e-06,9.81730135862406e-05,
NUDT13,3.789595227083283e-06,,0.0,0.0
RAPGEF6,0.0,2.4644315120887115e-06,5.653260208970143e-06,4.144812805523661e-06
TBRG4,0.0,7.580139752314248e-06,,
ECM1,0.0,0.0,,
CDC20,0.0,0.00031084968322823265,1.679322502076882e-06,
EFEMP2,1.5412662955128715e-06,,,
BST1,0.0,1.115349656773563e-06,,
FBF1,6.933827642590093e-07,,,
RPL3L,1.1314585546737512e-05,8.312330302109471e-06,2.4625334436791184e-06,1.6421911711737868e-05
AAK1,2.076939942131402e-06,5.914749933257478e-05,0.00018447525329096093,0.0004972559860508672
MAP3K12,7.697537510852227e-07,,,
SOX18,0.00045752444947138877,6.95272320694885e-05,,
NTRK2,0.0,,,7.672758795730335e-05
IL1RL1,0.0001507334893906551,0.0,,
LGALS2,7.57276087293716e-05,,,7.228686026665545e-07
FOXC2,3.79074893293425e-07,0.0,,
SYP,6.820207002726617e-06,7.615775217911007e-08,,
AHNAK,2.359446362044046e-06,1.676537247329881e-05,1.8161271204514325e-05,1.9266627263832115e-05
ADRA1D,0.00015018783644318138,,,
DUSP6,4.33529167698154e-06,1.6356659202776906e-05,0.0004328672039631949,0.00014462257395790387
ABCA3,8.436903728943681e-07,0.00011885545005945742,1.643488570940026e-05,1.8498477996377263e-05
ARID3A,4.581186420154095e-06,0.0,,0.0
SDHA,1.3292250251897026e-07,1.7801533776927032e-06,1.3434674675276916e-05,0.0
GALC,4.904495767251699e-06,0.0,0.0,
STARD9,8.994014106844777e-06,1.2590772363434234e-05,1.0706507011495586e-05,4.035211001276248e-06
SPRYD3,1.2516123315041724e-06,,,
IKZF4,4.1305117694337125e-06,0.0,7.921662277688061e-06,
FGD6,5.081376040322667e-08,,5.293459510965795e-06,0.0
PALM,4.2564719865069004e-05,2.6378588313209315e-06,,
GPAM,4.700621477234492e-07,,,6.945024100998333e-06
PLEKHG5,1.5263005861438284e-06,4.345587449515893e-06,1.1337356901814858e-06,0.0
CXCL14,3.943629696890956e-06,0.0,,
LENG8,2.9610134321912077e-07,3.5846565128952126e-06,9.177108097107598e-05,6.0889826097359755e-05
GCK,0.0,1.7557765886898793e-06,0.0,
HNF4A,8.576928460609584e-06,,,
IGJ,9.883057210155831e-07,2.1505808930384763e-06,2.8177899621124568e-05,4.035211001276248e-06
C1QTNF4,1.3953928561711326e-05,,,0.0
GSTA3,4.786610068740126e-05,1.5603248401278948e-06,,
ELAVL2,3.136219828598201e-05,0.0,,
PCM1,1.4824363688947363e-06,,,
FGF18,2.070757792180799e-05,,,
MMP24,0.0,0.0,,
CPLX2,0.0,2.3108842518136225e-06,3.080277715509579e-05,2.5951296218565064e-05
DUOXA2,2.177301109823704e-05,1.3751037973988878e-06,0.0,1.0822517142077971e-05
NR5A2,2.222066952792569e-05,6.474955363246718e-06,6.713413407775057e-06,0.0
GPR114,7.744261498947525e-05,1.1407185236706077e-06,,6.777017220307556e-06
GJB4,0.0,2.841067585049878e-06,,
NFYB,0.0,,,
PQLC2,0.0,,,
ZBTB43,3.964409513646322e-06,2.0115045696185276e-05,0.00012128080500696054,1.664044164967432e-05
B3GALT2,0.0,3.4459361962791235e-06,,
FUS,0.0,0.00018009114738339147,8.538648139551203e-05,
HES2,1.3708748577265916e-05,0.0,1.6684714091652753e-06,0.0
DPP6,9.2274377229339e-06,6.05162383213109e-07,,
PGC,8.068677887712162e-06,,,
EIF4B,0.0,0.0,4.6734308268470236e-05,
DLC1,1.863113815833399e-05,8.925581835231574e-06,0.0,
LOXL4,6.908610745763199e-06,,1.5182669226083776e-07,
DPEP3,0.0,0.0,4.757153061983076e-06,0.0008359648653813005
PPIH,1.2147564994416644e-06,3.9569890391905025e-07,,3.934251981314485e-06
CYP27A1,4.6153852915223305e-07,2.6378588313209315e-06,0.0,
PRKAR2B,3.627903050363193e-06,,,
GSTM5,1.6481305274711867e-06,3.9569890391905025e-07,,3.708435006919856e-05
TRERF1,0.0,,,
TCF19,0.0,,,0.0
DYNC2LI1,0.0,,0.0,0.0
LGR4,3.944467443065649e-06,,,
CDADC1,0.0,,,0.0
SLC15A2,7.728054318550186e-05,0.0,,
BTNL9,0.00010320520822183871,,,
CDH4,8.344034985689641e-05,,,
RALGDS,0.0,,,
TEX15,2.5049641542687415e-06,,,
YRDC,1.707866615383471e-08,2.1158025241034543e-05,9.98715846743897e-05,7.228686026665545e-07
DDC,3.0900550165752846e-07,,0.0,8.425644615368787e-05
NIPBL,0.0,4.2913851324042056e-07,,
SLC38A3,8.262855777236811e-06,0.0,0.00026564024225929296,2.309019757471071e-05
TBXA2R,1.0765804492876299e-05,1.32468129797268e-05,0.001573820142224897,4.210511696171458e-05
CCDC28A,0.0,4.0633239206829823e-07,,
SLC2A13,1.7787095659788737e-06,,,0.0
KLHL11,1.386933852668304e-07,1.2332369509357185e-05,0.0,
NOVA1,1.6481305274711867e-06,1.627886538048857e-06,,
EFHD1,1.8849936612595365e-05,,,
OMP,3.554146651451132e-06,,,
UST,0.0,,,4.0086838401300766e-05
LHFP,1.7624774941799172e-06,5.8208885251046e-07,,
POLE,5.3388134204794024e-06,2.682920154629698e-06,0.0,
NFE2L3,3.1198935345164857e-07,,4.092681990056584e-05,
DYNLRB1,0.0,3.5288632903480157e-07,6.230271121714694e-05,
PARP6,0.0,2.1501431489883338e-07,,
GLCCI1,4.757065218919259e-06,0.0,5.6002663722493605e-06,
KAZALD1,3.305543690598439e-06,6.667526293697465e-06,6.426608451892307e-07,0.0
GJB2,8.571744674609204e-07,0.0,,1.7578702507564968e-05
SORL1,1.5429744454488294e-05,2.1031943677456336e-07,,3.280188791273657e-05
SENP1,0.0,,,
ADAMTSL3,2.1172762202044156e-05,1.012823216205104e-06,,0.0007451799108159147
IL15,0.0,,0.0,
TDH,2.5636929868213038e-06,,,0.0
ATP11A,0.0,5.106052866153434e-06,0.0,
PACSIN1,0.0,0.0,,
PRKRIP1,0.0,,,
PNPLA8,2.9610134321912077e-07,,,
CCDC81,2.958885449222064e-05,,,
ZBTB12,0.00012184336671862405,,,
ADPRH,1.8152494912813295e-05,1.1852099962648021e-06,2.240283429367048e-05,0.0
KBTBD4,0.0,,1.1971396455500747e-06,
CCDC117,2.3740754449599443e-06,5.7150211636186535e-06,4.96305070519335e-06,0.0
PRM1,6.220420506146901e-06,9.846064763174777e-07,,
FADS2,0.003338097464181337,0.0,,
CASP2,0.0,3.291191278001144e-05,2.7442171681127054e-05,0.00047981730081748654
GNRH1,0.0,0.0,0.0,0.0
ACTR6,0.0,,,
DGCR8,1.1669305741742124e-06,0.0,0.0,0.0
ITGA9,5.35731666070438e-06,3.9569890391905025e-07,,0.0021206719402838982
TRAF6,2.143984846429155e-07,,,
DDO,1.4141322753317252e-05,,,
LY9,2.0859475080279713e-05,0.0,0.0003042641665442302,0.0
CAPSL,1.0834569205623966e-05,,,
NFKBIA,0.0012281732436112535,0.0001484732868385248,0.00022333050926992126,
ADCYAP1R1,3.0833736362742884e-05,,,1.1108055874319446e-05
CDH22,5.040147163638288e-06,3.7421616815381297e-07,1.0706507011495586e-05,1.6137326816370314e-05
MAT1A,2.4347264228714513e-06,,0.0,0.0
KCNJ3,1.1943620656473107e-07,,,
FMO5,5.661879887961299e-06,6.962189001470741e-08,,0.00026307399716639417
MGAT5B,3.224921040786419e-08,0.0,,
CX3CR1,3.1735315747154614e-06,7.615775217911007e-08,0.00019769396109986225,
SNX16,6.12452267879191e-06,,,
NFATC1,0.0,3.921894875454931e-06,,
NFKBIE,0.00023403999592068632,0.0006170669626644893,9.386761195906926e-06,0.0005038523998095815
ADAM12,5.755151915723337e-07,6.871898726616854e-07,0.0,0.0
CTNNA2,0.0012950382883414769,,,
CLCN6,1.4513792787095527e-06,,0.00010289967455984131,0.0
FST,9.145345278348645e-06,2.6382200300539012e-05,1.5182669226083776e-07,0.0
VPS13C,4.1228750107726115e-06,1.2260481432372534e-05,2.716947423874099e-05,
CDKN1B,1.8844246239998294e-06,2.1034748896301488e-05,,6.713274165212146e-06
GJB1,8.4774613633695e-06,,,2.7937461874577717e-06
MRC2,0.0,,,
TSHZ3,0.003480683105156446,,,
COL22A1,0.0,,,
PSMB8,3.167967974309122e-05,1.2845446914822458e-05,0.00011976162462735173,
ASPM,6.517336697116427e-07,2.2940287703426492e-05,6.872750830553594e-05,
PLA2G4A,0.0,,,
ZC3H12A,0.00063837605775351,0.0010270913924062624,0.0001959886755274826,1.0386404910793817e-06
FOSL2,8.636464894435704e-06,0.0,,1.5124028186474624e-06
PLEKHA4,3.2515839488933416e-05,9.33544415851582e-06,9.711950766486685e-07,
SLC23A3,0.00012871843897244574,3.9569890391905025e-07,,0.0
CDC6,0.0,2.177440871739813e-06,,3.266814902598217e-06
H2AFV,0.0,7.764752477370624e-06,3.892594623086347e-07,1.030224508185776e-05
CCNL2,1.1044404341247551e-06,1.9460311530824404e-06,4.081079134679591e-05,0.0
SIAE,2.186968943170557e-05,,,
IRF1,0.0003402402916050631,2.9415937328336142e-05,1.1636213876594354e-05,
TMEM174,2.5347674391270095e-05,0.0,,0.0
WDR76,7.367269504557723e-07,,,
AGK,0.0,,,
MTSS1,4.34722212503397e-06,2.1501431489883338e-07,,
ANLN,3.294154984720216e-07,1.7793578885636835e-05,0.000508957332436836,0.0
TIAM2,1.7776386998083766e-07,7.119267706236244e-06,0.0,0.0
ACTL7A,2.809421237552889e-05,,,0.0
RASGRP4,7.089028014592722e-06,9.10200596513185e-05,4.821875700140922e-05,0.0014268578131347268
ACTA1,3.5209787077408487e-06,,0.052440453209178645,
CREB3L3,4.250913627788033e-05,3.0708312834925234e-06,0.0,
SCGB3A1,0.0,7.206340770201814e-07,,3.832691712750849e-06
CTXN1,0.0,4.965906026627671e-06,,0.0001477086904770109
UBC,2.9610134321912077e-07,,,
DAG1,5.084301539853816e-07,2.1762351660543336e-05,0.004366444669972443,0.0
PI4K2B,0.0,2.9987678992004746e-06,3.974763986108849e-06,
PRIMA1,1.0681458754181081e-05,0.0004201365447095927,0.0,0.0007976326210481461
RASA4,1.228495710567941e-06,7.122416282960841e-07,,
RRAD,0.0014499205664423851,5.046186560402298e-05,2.3408350437042446e-05,
MDGA1,3.8195897038848354e-06,4.1556896865263133e-05,3.630136986793958e-05,3.0195012060486353e-05
KRT20,0.0,,,
ECEL1,0.00111836446135779,,,
PLA2G4C,0.0008978924836193119,2.169942345873274e-06,9.711950766486685e-07,
ERGIC2,0.0,,,
CNR1,1.468563594353509e-06,,0.0,
GMPR,0.0010310822198903748,2.8013122871935556e-07,0.0,
NKG7,3.2293193907372625e-05,1.1094661689518006e-06,,
RGS17,0.0,0.0,,
SHMT1,0.0,1.3324563176173949e-05,0.0,
KLF15,0.0,4.314194141280104e-07,,
HIST1H1B,6.418279017784722e-07,2.5133345429864625e-06,,6.348609574583259e-05
MUC5B,1.0703951860633831e-06,0.0,,
GLB1L,1.6156048058385387e-06,,9.421706363069296e-05,
SP5,2.2868471645419845e-06,,0.0,
LDHD,0.0,,1.5182669226083776e-07,
CHRDL1,0.0,1.123956325814433e-05,4.786594310774457e-06,0.0002610790682993415
SEMA3B,1.4824363688947363e-06,0.0,,2.7937461874577717e-06
CHST11,6.517336697116427e-07,,,0.0
WNK2,5.595717125568456e-07,0.0,1.197801138924486e-05,
NEDD4,0.0,2.0494437141022125e-05,0.0,
PLXNC1,9.386811760409404e-05,,,0.0
FUT7,5.618974431647735e-05,,9.660365024341907e-06,2.972127048801004e-05
SLC39A2,5.133118158253256e-07,,,8.905960448195925e-06
P2RX2,2.3765813465868783e-06,7.511819735204526e-07,1.726091184740149e-06,0.0
SLC2A5,2.6005632332607763e-05,0.0,0.0,4.433495721556963e-05
AGRP,3.4790150274742563e-06,,1.3490295801464052e-05,0.0
FGFR1,6.847799937366743e-06,,0.0,0.0
KCNJ12,6.1736102675348926e-06,0.0,,
HCFC1,3.6491314042898245e-06,,,1.6972665204727818e-05
MUM1,0.0,,,0.0
NPBWR1,0.006634221899899144,,,0.0
NPPB,3.981395643462418e-06,1.406367921403934e-06,,2.056882417735404e-05
SLC35F5,5.317225268493374e-07,,,0.0
IDH3A,0.0,,,
ADRB2,0.00011285854021645962,4.418008032457617e-06,3.460782173507133e-05,
IQCC,0.0,,,
OAS2,0.010353354174267335,4.7851868622209486e-05,0.010337526283553292,0.0004870199107874785
NFE2L1,0.0,,,0.0
HEPACAM,0.0,7.525922191009558e-07,,3.832691712750849e-06
CRTAP,0.0,,,
MAST4,1.274079222014433e-06,6.8421036783738025e-06,0.0,
TCN2,5.549050447462237e-07,,,
HHATL,3.170543223255816e-06,,,
SERPINF2,2.6562809599245934e-05,,,2.7937461874577717e-06
SP2,0.0,,,
HES5,1.1164521324043234e-05,7.206340770201814e-07,,
TNFSF14,0.000540430019889918,0.0,0.0,
FRS3,0.0,,1.0886894258144818e-06,0.0
KCNH6,5.692860122070779e-05,,,
RAPGEF3,0.0,3.496980116264414e-05,0.00027420516568000945,0.0
ZPBP,5.826288165633967e-06,0.0,,
ADAM19,1.7492847528076013e-06,5.2543454638655386e-08,0.0,
ARTN,7.747408986658332e-05,0.0,,
CD86,3.086466189803803e-05,0.0001635228007147233,3.138397356648831e-05,0.0009063294938348449
HIVEP1,0.0,2.0374727757686854e-06,,
ZMAT3,3.78410969071137e-07,2.1501431489883338e-07,,0.0
ARG2,6.185801222465112e-08,,,7.228686026665545e-07
SIDT1,0.001252346472964199,,,1.1450349893280155e-05
TNFSF13B,0.0016371045670856307,4.6186483420656227e-07,1.8003917637452302e-05,
MPEG1,4.360135482845334e-06,7.122416282960841e-07,,
DNAJB1,2.3740754449599443e-06,0.000248711709438018,6.470586927040655e-05,
MAFK,2.1126625745391675e-06,3.656689957124661e-06,0.0,0.00012241351746007003
GGT1,1.6646168360729715e-07,8.04058889602275e-05,0.0004461126195351656,1.0597906466597878e-05
PTPN21,0.000103616174239147,,,
ITGB7,0.0,0.0,3.649293811701329e-05,0.0
WDFY3,0.0,,0.0,
PDZD3,1.5124566301272658e-06,,,0.0
MEGF6,0.0,1.9425110728911056e-07,0.0,
PLSCR2,1.4668031161983954e-06,3.756956234881454e-07,8.482443051679193e-05,
CLN5,0.0,,,
RASGRF2,1.71635570113378e-06,,,
DPYSL3,3.9207629251663e-08,,,1.4320523110868973e-05
POU4F3,8.529300411888988e-06,1.4458758611408818e-05,,0.0
MAK,0.0005994843413410136,,0.0,3.5473853552341326e-05
SOCS6,0.0,0.0,2.669524208461004e-06,
PRKDC,2.0694510639724225e-06,1.079012342072125e-06,0.014154034739925396,1.6286063794044541e-06
CREB5,0.001593786358134763,4.7819117914702204e-05,,0.00014212937197504601
TRDMT1,1.962316396204786e-06,,,
DUSP22,0.0,0.0,3.515971549357664e-05,
CRYGA,5.344902176659769e-06,1.1900831948337425e-05,0.0,0.00023368233701560515
EFHC1,3.1462986241180005e-06,,,
FOXA2,2.0624117755528474e-06,,,9.293075835218575e-06
IL3RA,2.6362184166884755e-05,,,0.0
KCNK12,2.250360945138893e-05,5.216358715701047e-06,,8.905960448195925e-06
NOSIP,0.0,,,
TNFRSF10B,4.019210241781271e-06,9.392431839414779e-06,,
SLC9A9,1.2969078122396272e-05,1.0175230830502006e-05,,0.0
ASGR2,0.0,,,0.0
IL12B,0.0010032858121720018,,,
EFNB2,1.7754136798523182e-06,1.28383040583257e-05,1.8790880417411024e-06,3.0394824492341697e-05
OSBP2,4.856034272393937e-07,,,
NEGR1,4.069307836031057e-05,3.514499396713662e-06,2.9381957306298156e-06,
ARMCX1,1.0276074983410726e-06,,,
PBX1,1.2723711839232118e-06,4.378679303114374e-06,1.1592810760554577e-05,8.449218501223194e-06
ALDH3B1,0.0,,6.69247541015677e-07,0.0
NRN1,0.00016338625429561629,2.8383951717195333e-05,,
TINF2,0.0,,,
TMEM130,2.8235666904553767e-05,,1.726091184740149e-06,
GPR97,3.4979170988861603e-06,1.1512940677687663e-05,1.379021995037459e-06,0.00021716595404661996
MTF1,1.6588704997009138e-06,,6.426608451892307e-07,
ACRBP,1.3159974638564292e-05,,6.426608451892307e-07,9.987349287907257e-06
VMO1,1.0276074983410726e-06,,,
BRD1,0.0,2.1501431489883338e-07,,
HEPH,7.79579517926702e-05,1.8668419776654953e-05,5.8694261057894354e-05,5.954561215469318e-05
CCL2,0.0001931238700586489,0.0003123344964857013,4.0743152260188594e-05,
F7,0.0003227861000061071,2.7156450306879237e-06,6.381339650341718e-05,0.00011306590556649605
XDH,6.750142882702297e-06,0.0002004526260640411,1.15910248712628e-06,
SPINK2,6.838387622627648e-07,,,
POLR2A,3.626652051758016e-06,,,0.000262007869099856
ISLR,1.4796020913529985e-05,1.4261923447019708e-05,3.261235985531533e-05,0.0
CYB561D1,1.8633861204115975e-05,0.0,1.8908601458408286e-06,
NDOR1,1.3515054472802627e-06,0.0,,
CLN8,0.00016780220581818987,4.008925178140628e-06,2.204043616753748e-05,
GPR171,3.1257830874706164e-05,2.583154735702174e-05,2.6481111011327642e-05,4.089197301423539e-05
WDR33,1.4954525245634159e-06,,0.0001723707349948233,3.5686171808838358e-06
STMN4,0.0003471132139293367,0.00016858088099236095,,3.977373579903922e-05
MX2,0.005642480070156716,0.00019131420409388515,0.003555431504785389,0.0
FSCN1,1.3573818597608158e-05,,5.097053226068005e-06,7.228686026665545e-07
CD8A,0.0,9.469870341035075e-06,5.747402845605631e-05,0.00038205660218961857
HSPA4L,5.397766860471583e-07,5.260666954693953e-06,0.0,
MTMR12,0.0,,7.91845209178176e-07,
ANKRD23,4.827059790274469e-06,,1.140486478707711e-05,0.0
RTTN,0.0,,0.0,0.0
PIK3AP1,5.6948332355439735e-06,,8.453342150224911e-07,
PCID2,0.0,2.1501431489883338e-07,,
NCAN,5.706779138226152e-07,0.0,,
AQP2,9.063077299086587e-05,,,0.0
SP110,0.0002111484738787963,3.3037712790028017e-06,1.1823758390860677e-05,
MYO1D,0.0,0.0,6.426608451892307e-07,
SEPN1,0.0,4.5593465923042036e-06,9.73530035322895e-06,1.0429100819341404e-05
CD300LG,0.00032192628856597596,1.3477205509525424e-06,0.0,0.0
NOXO1,6.517336697116427e-07,,,
SF3A2,1.5968620105879938e-05,3.048634416556828e-05,,
KIF5A,8.382659672878076e-05,3.9569890391905025e-07,,4.030449802242084e-05
NXPH3,5.4405595782951286e-05,0.0,,0.0
MFSD9,0.0,0.0,0.0,
KLRC1,0.00021045683494162593,3.5191980199216535e-05,0.0003777954665827681,0.00014354313589231798
COQ9,3.2599114530894025e-06,,,
SLC39A6,0.0,0.0,1.1971396455500747e-06,
SGCA,2.411330747622773e-06,0.0,,8.60297816536486e-06
LTK,4.166255880493726e-06,0.0,7.839795212554431e-06,5.26767586290335e-06
ETS2,3.151719156677684e-05,1.3279833660752584e-05,5.679032063040117e-06,
PARS2,3.624389647952581e-05,0.0,0.0,
FRMD6,6.517336697116427e-07,0.00015128882286066108,5.929334419060196e-05,
ISG20,0.00014263354048937892,3.219148380305608e-05,1.8270533987659266e-05,7.228686026665545e-07
ATP2A1,3.369969602568148e-06,6.473814949484409e-05,7.995451309274086e-05,3.934251981314485e-06
TBC1D24,0.0,,2.4607078653569143e-06,
RAB3D,0.0,,,
SLC2A6,0.0,1.4235069620561974e-05,0.0007908782599148636,6.295123889325277e-05
ASTN2,7.717908284262884e-05,1.429481051483028e-06,0.0001283664358613439,0.0001839935279765255
SNAI3,0.0,0.0,,
RAI1,0.0,1.1849380533741632e-05,2.8089559615175464e-06,2.759190666810001e-05
ARVCF,2.9521283399694593e-06,1.9698320511737583e-05,9.945047618030107e-05,0.00013634478081642217
NOS3,0.0,0.0,,6.383927822864012e-06
PHGDH,0.0,9.739531873966281e-05,2.7802503387107764e-05,1.0820740472728433e-06
SCNN1B,0.0,4.871869801772925e-06,,
TTC33,2.6027789129134637e-06,,,
UCP3,2.248506187911388e-06,8.334965317320145e-07,0.0005705296849058851,
ZC3H7A,0.0,,,
SLC4A1,0.000206675399839521,3.4075789988327804e-06,8.314344082295156e-06,1.2544815926633297e-05
TAPBPL,4.5206948856596803e-07,1.9350708114036084e-08,,
CENPB,8.878495204972608e-06,0.0,,2.5853803847383284e-06
CHRNE,2.4382899607391233e-05,0.0,,0.0
GRIN1,0.000329562562160052,,,1.2556866766888085e-06
SEC31B,0.0004789133003655474,1.6465596945014064e-06,5.793350293815751e-07,0.0
CALR3,3.924501907571522e-07,,,
WNT11,5.552313447571866e-06,0.0,,
SCARA5,3.115130014703195e-05,0.0,0.0,
EHD4,4.787382436342385e-07,,0.0,
ADAM8,1.9742887739351203e-06,4.314194141280104e-07,3.4998490007966953e-06,
GAS6,8.470251535930377e-06,6.591124666678829e-07,,
SLC35D1,0.0,0.0,,
CD93,2.251926287878126e-06,1.9425110728911056e-07,,
ARHGDIG,1.1323476009426882e-05,,,
CYR61,0.0,0.000446211337751745,0.00032475998561908416,0.011136622403866184
CACHD1,0.0,,0.0,
AZGP1,1.2056668096052433e-05,0.0,1.6991829166559836e-06,1.4818727524224263e-05
PPY,1.388743281883455e-05,0.0,0.0,3.750014011832376e-06
SLC16A10,5.536657907735761e-06,,,1.7578702507564968e-05
ANGPT2,0.0015500700468890926,4.688112749134231e-05,1.372064797390086e-05,
LYSMD4,1.0276074983410726e-06,,0.0,
IL22RA1,2.170345254827029e-05,0.0,,9.064083373061413e-06
MAP3K9,1.707866615383471e-08,5.38572065080864e-07,,0.00015023075134043272
NPY,0.00013877712699043187,,,4.9928301149370984e-06
FN1,3.9424002124886635e-06,9.709630919207252e-07,,4.219931191609678e-05
CRYM,4.817341219800171e-07,,,
GLI2,1.66754973037712e-05,0.0,4.627192935347651e-06,
IL18R1,3.060934044618889e-05,,0.0,
PANK1,9.854076068145158e-06,,,0.0
SYNGR4,0.0,0.015003454046010655,,0.0
SLAMF9,3.390390593118924e-07,1.2845446914822458e-05,0.0,0.0
CXCR3,1.0483382128643679e-05,1.3365441983356237e-05,1.5163983886524653e-06,9.987349287907257e-06
PADI1,2.3080316683053938e-06,1.0087294332635286e-06,4.96305070519335e-06,
ODF4,7.663716197513704e-06,,,0.0
RAP2A,2.0694510639724225e-06,,,
CAPZA2,3.7857555318981717e-06,7.492417481041258e-07,0.0005911814598999374,1.0450772907059679e-05
KRT85,3.050572107979239e-06,2.143114718261972e-06,3.253149562251089e-06,3.9187468137335384e-05
CTSW,0.00016491188962819648,7.615775217911007e-08,,
GCKR,3.1830625908948273e-06,,,0.0
MEIG1,3.073244850304064e-06,,2.1992682708488987e-05,
GMPS,0.0,,0.0,
TTC25,3.1893653807830274e-06,,,
INHBA,0.000646785659233956,0.00027890073696532183,0.0002682932997425762,
EDN2,1.809102585970754e-06,1.3751037973988878e-06,0.0,4.9928301149370984e-06
MKI67,7.488786301319303e-07,0.00014385482954305646,0.0,3.396007715377648e-05
SLC6A9,9.129398818409549e-07,5.400846114652197e-06,9.711950766486685e-07,
ST3GAL4,0.0,,,
RAB20,0.0,5.2499904953177725e-06,,
AHSG,0.0,,,2.5276590049177392e-05
RBM8A,0.0,,,
NDST2,6.623673989324148e-06,,,
ADRBK1,4.966868711478539e-06,0.0,,
PDZK1,3.181590718852893e-05,0.0,,0.00012518094721226592
ARHGEF4,0.0,3.756956234881454e-07,,
SLC25A41,1.604535578547175e-06,,0.0,0.0
ADAMTSL1,1.3296041619143694e-06,3.9569890391905025e-07,,
STMN2,0.0,9.203437791618843e-07,,
DDB1,5.163308929375147e-06,0.00016035100744789902,0.00019402657392956384,0.0
ANKRD10,0.0,3.8995736457066915e-05,1.3432776475411276e-05,0.0
CDON,0.0,,4.638366537827693e-06,
SLC25A37,5.626078193334011e-07,3.013793327041305e-08,,0.0
PORCN,0.0,8.02385058545515e-07,,
TRAFD1,4.322928358852166e-06,1.529809668524824e-07,,
MORN1,4.871628520576215e-06,,,
HIPK2,0.0,,,4.603664474869488e-06
PRR3,0.0,2.3228769079912925e-07,,0.0
NDUFAB1,0.0,,,0.00015055083723516412
SYNPO,0.0003986340727872118,9.182573383836571e-07,,0.00010440660997683097
FBXL8,2.468007359685109e-06,0.09192638300794673,,
CH25H,0.012492670648032257,9.653647069700004e-05,0.001314005575284649,
FOXO1,6.113807992440537e-08,1.104087721677689e-05,,
RETNLB,1.3140143942775254e-06,1.1202020809438803e-05,,0.0
PGF,1.716186308602942e-06,2.9750293784371486e-06,6.842687596476397e-05,
KYNU,5.176426962348456e-06,1.411346290174586e-06,1.8942323571305447e-06,
CNR2,0.0001743717145258421,,,0.0
TCEA2,1.3143817198637635e-06,1.9425110728911056e-07,,1.0820740472728433e-06
SERPINB2,2.2673000316679264e-05,0.0,7.155716935318807e-05,
USP46,0.0,,,
GRP,1.3764944727661507e-05,0.0,,
CARD14,4.662030968167691e-06,3.7421616815381297e-07,1.1337356901814858e-06,0.0003959375636275828
EMX1,5.684817738611869e-06,3.2257915661867955e-06,4.461081884024978e-05,2.9003258045788767e-05
APC,0.0,2.2337850032316877e-06,,
GYPC,0.0,0.0,0.0,0.0
LYST,3.771301189982946e-05,7.678526671484951e-07,,
API5,0.0,1.079012342072125e-06,7.909243588707877e-05,0.0
PAQR6,2.6027789129134637e-06,,,
EBI3,5.8795920461227504e-05,,,
HIST1H2AE,1.1129740564771664e-06,,0.0,2.5853803847383284e-06
CX3CL1,0.004155873126473217,0.0,,
TSHB,0.00010281011663276993,,,3.266814902598217e-06
ST6GALNAC6,0.0,4.641462288772255e-06,6.455137055026503e-05,
ADAMDEC1,6.4288702784163365e-06,,,
SNCA,1.413223693866012e-05,1.3077792022147192e-06,,
