,Number of Increases,Euclidean Distance,Absolute Rank Change,Relative Rank Change,Absolute Change,Relative Change,Combined Score
EXOSC6,4,0.010003072742030557,-22.0,-0.0425531914893617,-0.0003759390607592783,-0.002197911045361916,0.03328451587591228
EXOSC7,0,0.00017413504417396197,-101.0,-0.01557200123342584,-3.482700883478823e-06,-0.0003298680986743777,0.0
EXOSC9,0,0.0005531059110164219,-80.0,-0.015606710885680842,-1.824320363200127e-05,-0.0005748632728039405,0.0
EXT1,1,0.0029059347857887663,-56.0,-0.028225806451612902,-0.00015307986271312357,-0.0016505840466762686,0.01759086783152157
EXT2,1,0.002807240676372288,-70.0,-0.027311744049941473,-3.165724937180536e-05,-0.0004002741386429406,0.017807516324816402
EXTL1,5,0.009152721511471998,-23.0,-0.048625792811839326,-0.00043117483692867165,-0.0024376424650609124,0.03405177453979255
EXTL2,2,0.4728281818703513,-51.0,-0.007893514935768457,0.010009433341603103,0.9425217490139108,0.2178390112900036
EYA1,17,0.2915325089626117,20.0,0.05509641873278237,0.0068296968859052065,0.03435717307023058,0.16640797264421942
EYA2,1,0.0029398765420728654,-72.0,-0.014684886803997552,3.2442202422301725e-05,0.0008073270959951519,0.01857140883948614
EYA3,0,0.00048337386666493583,-88.0,-0.014915254237288136,-1.3580370183553098e-05,-0.0006419758114138892,0.0
EYA4,0,0.0014594587964526788,-92.0,-0.0161262050832603,-4.339712253572173e-05,-0.0014515472494161534,0.0
EZH1,1,0.00034216489915795995,-81.0,-0.013415038092083472,-4.154702010549655e-06,-0.00019745156921312777,0.009955732618908352
EZH2,0,0.0004482852719497983,-89.0,-0.015339538090313685,-1.244348324613842e-05,-0.0005835245389289396,0.0
F10,1,0.00599869323641103,-30.0,-0.03333333333333333,-0.00036691117006265594,-0.002649889216995991,0.020704273361748154
F11,0,0.0006538898574521693,-91.0,-0.01575212047775662,-1.7694211992342473e-05,-0.0008102153932706528,0.0
F11R,3,0.006823143307056703,-26.0,-0.02771855010660981,-0.0003927631241055496,-0.002900929472384035,0.02817895654433315
F13A1,0,0.00862192708608678,-33.0,-0.04084158415841584,-0.0005949882602991063,-0.004124930270029815,0.0
F2,1,0.001317913816966766,-60.0,-0.02063983488132095,-5.752470082259764e-05,-0.0008133441129046855,0.014592084601374851
F2R,0,0.00017413504417396197,-101.0,-0.01557200123342584,-3.482700883478823e-06,-0.0003298680986743777,0.0
F2RL1,2,0.0018011969504291238,-70.0,-0.027333073018352205,-3.570866624934277e-05,-0.00045141398542361457,0.018845614096613617
F3,24,0.4424187709247654,54.0,0.13740458015267176,0.015029503471751998,0.07864242009902789,0.24857845961474703
F5,11,0.3790203897333299,264.0,0.14982973893303064,0.009861013063236529,0.0999109688729022,0.20845948324088473
F7,4,0.01125276767621379,-23.0,-0.04904051172707889,-0.00038451225054736415,-0.0021679315759729496,0.034074540356285654
F8,10,0.01739144269354064,-24.0,-0.016973125884016973,0.00091551867718076,0.008193551492959587,0.05656585996405556
FAAH,2,0.4996924587564748,208.0,0.03201970443349754,0.010394198954614416,0.9868475424045822,0.23100290359274475
FABP3,4,0.0026047114854205054,-49.0,-0.02695269526952695,-4.752988483107401e-05,-0.00048645537812289075,0.02467528793951306
FADD,0,0.00220923124371531,-64.0,-0.021643557659790327,-0.00010536107355825497,-0.001499593852034662,0.0
FADS1,1,0.0013929086532748142,-65.0,-0.02300070771408351,-6.082543377582128e-05,-0.000852157636694265,0.01476833769166733
FADS2,27,0.08561419200975932,-6.0,-0.034482758620689655,0.004966229948075607,0.018391041184628313,0.11593315581274397
FADS3,0,0.0006372747222386712,-82.0,-0.01610369206598586,-2.10543890193024e-05,-0.0006607078008688591,0.0
FAH,0,0.0001909994741278176,-101.0,-0.01562016702752861,-3.819989482555311e-06,-0.0003599727242677921,0.0
FAHD1,0,0.0004563047938447989,-90.0,-0.015332197614991482,-1.2871257207950487e-05,-0.0006075381025895687,0.0
FAHD2A,0,0.0006390020098716723,-89.0,-0.015352768673451785,-1.7384376142095398e-05,-0.0008133720761428568,0.0
FAIM2,0,0.006873757062846309,-28.0,-0.02697495183044316,-0.00044068667749455614,-0.0034029259343810914,0.0
FANCA,2,0.004136920840071594,-43.0,-0.03235515425131678,-0.0002227194786279113,-0.0019326629263475997,0.0227048336598668
FANCB,2,0.0006741798298514841,-61.0,-0.012790941497169217,-1.5596475376765395e-05,-0.00038088176229603236,0.014604462256635121
FANCC,0,0.0022319717019156243,-74.0,-0.01793504604944256,-8.549179621501063e-05,-0.0016898305457622661,0.0
FANCD2,0,0.003706654947909405,-56.0,-0.028183190739808756,-0.00020975887317511988,-0.0022637000135434984,0.0
FANCG,0,0.00016040818258367118,-100.0,-0.015379883112888341,-3.2081636516748807e-06,-0.0003051359285812664,0.0
FANCL,1,0.0014857741550122715,-63.0,-0.022516082916368835,-5.6213665986473704e-05,-0.0007840290524618262,0.015048777039787296
FANCM,0,0.0009655707397916184,-74.0,-0.01682582992269213,-3.672130810578739e-05,-0.0008705449426180936,0.0
FANK1,4,0.058597976924907536,353.0,0.07131313131313131,0.0018978328950323212,0.04769952117432979,0.08319640049355294
FAP,10,0.1689240400752115,-2.0,-0.10526315789473684,-0.009103741629692852,-0.016442236436358785,0.0
FARP1,0,0.0006823274591772527,-94.0,-0.01667849538679915,-2.2874337978366632e-05,-0.0007500855538076304,0.0
FARSA,0,0.0009603598190807182,-86.0,-0.01653846153846154,-3.2668510592165356e-05,-0.0010363666229676655,0.0
FARSB,0,0.002286031838333914,-70.0,-0.019141372709871478,-0.0001075585950359656,-0.0018214628350904088,0.0
FAS,3,0.0011837394754667348,-56.0,-0.01845748187211602,-1.011285549606944e-07,-1.4575172994860933e-06,0.018931380393733162
FASN,12,0.06293655491818033,34.0,0.028309741881765195,0.0021982603530833617,0.018088955870001328,0.09246660980792969
FASTK,0,0.0001658989272198541,-101.0,-0.015545636447591197,-3.3179785443974985e-06,-0.0003150535819000202,0.0
FASTKD1,0,0.00018629312158247036,-101.0,-0.015605686032138442,-3.7258624316482275e-06,-0.00035160231317866075,0.0
FASTKD2,0,0.0006345437573015192,-80.0,-0.015655577299412915,-1.9078620158381743e-05,-0.0005999025542797201,0.0
FASTKD5,0,0.0007544879294764296,-66.0,-0.014476858960298312,-2.7112324390815568e-05,-0.0006512776725073823,0.0
FAT4,2,0.002312948399943984,-59.0,-0.029064039408866996,-8.192555803068768e-05,-0.0009033927148803805,0.019944789737610984
FAU,0,0.00019531363062763596,-101.0,-0.015637095525623163,-3.906272612552025e-06,-0.00036762473363251237,0.0
FBF1,0,0.0003263572084093054,-85.0,-0.014061207609594707,-8.214853620291951e-06,-0.00039055368615771455,0.0
FBLIM1,1,0.0008899651623313261,-71.0,-0.017419038272816486,-2.6096806996112054e-05,-0.0005134684380236528,0.013206585926408517
FBLN1,2,0.003392303012406308,-39.0,-0.025725593667546173,-0.00014806223428917575,-0.0013818265760372215,0.021921424428651057
