,Number of Increases,Euclidean Distance,Absolute Rank Change,Relative Rank Change,Absolute Change,Relative Change,Combined Score
AKAP8L,0,2.8674965131970637e-05,-1133.0,-0.353841349156777,-7.331297751029978e-07,-0.7579750654941392,0.0
AKAP9,4,2.372539626753719e-05,-673.0,-0.2414782920703265,-7.838217415883315e-07,-0.5265366791013134,0.002888792827812726
AKNA,1,0.003219948516411936,-191.0,-0.9138755980861244,-0.00019313821061805534,-0.7709428815259532,0.005603642123739525
AKT1S1,1,6.933171646899164e-06,76.0,0.015554645927138764,8.666464558623955e-08,inf,0.001833873604938542
AKT2,0,3.7718546825564e-05,-1498.0,-0.4512048192771084,-7.69417837214784e-07,-0.9009141892138159,0.0
AKTIP,0,0.0,,,,,0.0
ALAD,3,3.6989648746243216e-05,-631.0,-0.26390631534922626,-1.204636164202817e-06,-0.5315544459929511,0.0029925585895501585
ALAS2,10,0.0015392634222972038,4.0,0.0113314447592068,-1.5854251542793784e-05,-0.1692272121765123,0.01201561831687147
ALCAM,0,1.2770630809236985e-05,-750.0,-0.1885369532428356,-2.9758282058716965e-07,-0.7280481980998692,0.0
ALDH1A1,5,0.00012235298458710564,2015.0,0.47245017584994137,1.9352900235806282e-06,6.983025141663207,0.009650618515467354
ALDH1A2,4,0.0001008134139309738,1950.0,0.41684480547242414,1.3201713908217944e-06,12.763250644196974,0.009939387317223313
ALDH1A3,5,4.269354750180772e-05,1369.0,0.2962562215970569,7.227410749891121e-07,5.614978072320012,0.007020450232579031
ALDH1L1,3,0.0001714660830059828,-676.0,-0.5961199294532628,-7.551678379711611e-06,-0.6816243452114905,0.003917104751350958
ALDH1L2,0,0.0,,,,,0.0
ALDH2,8,0.000115800685647776,2887.0,0.5908718788374949,2.8285439045888612e-06,inf,0.0064023163406174526
ALDH3A2,6,9.297561090473166e-05,1025.0,0.3324683749594551,1.584753060702363e-06,1.4394179435817118,0.0069674385177778235
ALDH3B1,0,4.098203009575226e-05,-1170.0,-0.3991811668372569,-9.668003106855875e-07,-0.7464369620296435,0.0
ALDH3B2,0,0.0,,,,,0.0
ALDH5A1,0,4.1187551678708484e-05,-1121.0,-0.3895066018068103,-9.824425072076127e-07,-0.725910645216254,0.0
ALDH6A1,16,0.0016039542579515346,1440.0,0.783886771910724,5.388437846419888e-05,12.885699502165277,0.028589556139462263
ALDH7A1,6,3.895628315031936e-05,261.0,0.10120201628538193,2.2838940265877638e-07,0.12385444937814384,0.0045686437409423325
ALDH8A1,4,3.5903182957661104e-05,460.0,0.13031161473087818,3.1756695160274463e-07,0.4570425090815848,0.00432211172488934
ALDH9A1,10,0.00010259232773410295,2450.0,0.5794701986754967,3.362371530825215e-06,11.387844373124501,0.012315386018143006
ALDOA,6,4.494191264231708e-05,283.0,0.11641299876593994,2.6104343383019396e-07,0.1202899518392111,0.004734519843234375
ALDOC,0,0.0,,,,,0.0
ALG1,0,0.00014897775591289023,-1043.0,-0.789553368660106,-6.2675105156648885e-06,-0.7574753541369906,0.0
ALG2,3,4.2819607438351595e-06,-258.0,-0.08869027157098659,-3.972904324590056e-07,-0.30182279103245535,0.0019457993881820104
ALG3,1,3.8002676524132918e-06,-355.0,-0.08724502334725977,-1.6343220056329175e-07,-0.4476786496868951,0.0013534688551597085
ALG6,0,0.0,,,,,0.0
ALKBH2,0,0.0,,,,,0.0
ALKBH4,1,5.594567984830591e-06,5.0,0.001023331968890708,6.993209981038238e-08,inf,0.0017368855350084814
ALKBH5,5,3.751351276848681e-05,616.0,0.18001168907071888,5.428050192056588e-07,0.7079508910059246,0.004819015625689379
ALMS1,0,0.0,,,,,0.0
ALOX12,0,0.0,,,,,0.0
ALOX12B,19,0.0009097536402263422,3896.0,0.8939880679210647,4.375014014949779e-05,190.34814679402044,0.05013194497182423
ALOX15,0,0.0,,,,,0.0
ALOX5,2,6.023749101468417e-06,-190.0,-0.05305780508237922,-1.6443199232129196e-07,-0.24803357068492382,0.0019541311072363904
ALOX5AP,4,0.0033961869929249808,-114.0,-0.6666666666666666,-0.0002945776299249478,-0.7320233514732865,0.00847209995456393
ALOXE3,10,0.0002893379586049665,1178.0,0.5401192113709308,9.003536763544142e-06,3.243036524299507,0.012188224730216246
ALPI,3,5.47054097869368e-06,-70.0,-0.018134715025906734,-6.736916453797607e-08,-0.1430165644202686,0.0021850162225488913
ALPK1,10,0.00021854848190253786,286.0,0.21375186846038863,2.8112330257068144e-06,0.35029923643990546,0.008408756588057032
ALPK3,1,0.0002986391780960656,-631.0,-0.7780517879161529,-1.5333321577378587e-05,-0.7261480518650378,0.0032593257195462654
ALS2,0,2.679897690872156e-05,-1211.0,-0.41373419883840107,-9.859253907498183e-07,-0.7600782045763038,0.0
ALS2CL,0,0.0,,,,,0.0
ALX3,3,1.4681731242116001e-05,260.0,0.06253006253006253,9.496407747775296e-08,0.2906899431257642,0.0031103022505748544
ALX4,0,0.0,,,,,0.0
AMACR,0,0.0,,,,,0.0
AMBP,0,0.0,,,,,0.0
AMDHD2,0,0.0,,,,,0.0
AMFR,3,0.00023952052910978687,-575.0,-0.6263616557734205,-1.1505158147605616e-05,-0.6841029805544122,0.004243084096218158
AMICA1,0,0.0,,,,,0.0
AMIGO1,3,0.00019314706997142052,-105.0,-0.13011152416356878,-7.487188582493039e-06,-0.3507719807263002,0.004941651888265882
AMIGO2,9,4.4752881116589726e-05,321.0,0.14153439153439154,4.582548976396675e-07,0.17952357507148783,0.005308275783278966
AMMECR1,3,0.00011970457146672094,-640.0,-0.41802743305029394,-3.7682242706290883e-06,-0.6138316589466049,0.00379391575718704
AMN,6,1.676277898678499e-05,-135.0,-0.08030933967876264,-1.6258163533332805e-06,-0.31741580707245903,0.003237868934382839
AMOT,13,0.0006196234845748395,247.0,0.3241469816272966,1.227453613287801e-05,0.5097273664264611,0.012041997499174123
AMOTL1,0,8.009146093930494e-06,-570.0,-0.13299113392440504,-1.896548544605504e-07,-0.7164795891487785,0.0
AMOTL2,15,0.0007152850610471278,201.0,0.2986627043090639,1.1917386272436686e-05,0.3994913783993714,0.012678943666191031
AMPD3,0,0.0,,,,,0.0
