	Relative Change
PRSS23	-0.0005255047809489257
PMS1	-0.0005258628846725314
ABHD2	-0.0005258630611769804
PPIH	-0.0005259114143069401
CBX5	-0.0005260637020768562
RCL1	-0.0005262242529634365
PKIB	-0.0005268996692681815
ADHFE1	-0.0005269636193528312
REST	-0.0005271753632715064
RAD50	-0.0005274709646342055
CD320	-0.0005276299539468995
RNASEH2C	-0.0005278999915353621
ZC3H8	-0.0005280381962186226
SLC30A9	-0.0005280646108768911
AVPI1	-0.0005282458885647163
LPGAT1	-0.0005286542142330922
FOXK1	-0.0005292055983588418
SNRK	-0.0005293515012572
DNM3	-0.0005293787298101749
SMOC2	-0.0005306089111731489
BFSP1	-0.0005307086776778645
MAOA	-0.0005307086776778645
PRKCA	-0.0005307086776778645
IMMP1L	-0.0005307086776778645
CCT6B	-0.0005307086776778645
COBLL1	-0.0005307086776778645
CRAT	-0.0005307086776778645
MRPL17	-0.0005307635659405415
SLC35D2	-0.0005311227103400589
TEKT4	-0.0005312690682023267
ZFAND6	-0.0005313260191984944
SQLE	-0.0005314774582394654
RRM2B	-0.0005317214818791146
ACAD10	-0.0005317575098665074
SGMS2	-0.0005318542279303819
ERCC6	-0.0005319024254565359
CITED4	-0.0005327739665847844
VILL	-0.0005333830446539188
ARHGAP21	-0.0005340310003001064
SAP130	-0.0005340977006648107
TELO2	-0.0005342581495916184
FKBP8	-0.0005347525703326648
GSPT2	-0.0005348022328689481
CNBP	-0.0005348194586264639
CFD	-0.0005348977531900739
MFAP3L	-0.0005349711660954718
RPS24	-0.0005351217445972493
RANGAP1	-0.0005353884025275822
SGCB	-0.0005366609377515126
ZFAND5	-0.0005369132153862907
SYTL1	-0.0005369601832207843
DPP4	-0.0005370237980430024
DPYSL3	-0.0005372797960789108
HEXIM2	-0.0005373280115839883
GALK1	-0.0005374250641919553
TCOF1	-0.000537919280447047
PAFAH1B2	-0.0005384819877318918
ADCY9	-0.0005385969784213804
PEX6	-0.0005387660386650893
GPR19	-0.0005391898097055992
HOXB4	-0.0005395384226499318
COL18A1	-0.0005409298237909237
ULK1	-0.0005414792554825358
RNF138	-0.0005416354595465534
TRIP12	-0.0005416354595465534
YTHDF3	-0.0005416354595465534
RAE1	-0.0005416354595465534
MOV10	-0.0005418126155470255
ZSWIM1	-0.0005419299351017478
PNO1	-0.0005421560617494476
SLC25A2	-0.0005422041250749865
PTPN14	-0.000542500336726686
HERC3	-0.0005425133518951656
ATP9A	-0.0005436468785016587
POP7	-0.0005438056434323412
ZMAT3	-0.0005439977337260716
NKTR	-0.0005441106178941855
FRYL	-0.0005447957144298045
PLCH1	-0.000544801252465949
IDI1	-0.0005449089562575373
STXBP1	-0.000545936063808365
SLK	-0.0005459734055397928
HOMER3	-0.0005468970205566898
KCNJ3	-0.000547548457413422
DOCK8	-0.000547548457413422
ACACA	-0.0005479076438471161
MARK1	-0.0005486725079023569
RPP40	-0.0005487897072954706
SHMT1	-0.0005488651831622995
SPATA2	-0.0005490221633223986
EFNB1	-0.0005490746962808394
C1GALT1	-0.000549152183298433
FIGNL1	-0.0005493136762551264
MSRB2	-0.0005498266113883443
EPM2A	-0.0005508169793038154
LY6G5C	-0.0005513602884492862
RPS6KC1	-0.000551696035776429
CLDN1	-0.0005518496688495376
EBNA1BP2	-0.0005521631812800664
SCMH1	-0.0005522355739956348
SETD4	-0.0005522355739956348
RAB3IP	-0.0005530143281791892
GLUL	-0.0005533999730940116
ATAD2B	-0.0005534298422139025
ABCG5	-0.0005538229428908153
WDR81	-0.0005540172549829555
GPRASP1	-0.0005540893141407683
SYT15	-0.0005544815217934169
NLN	-0.0005554430382243179
DIRC2	-0.0005554430382243179
CAPN10	-0.0005554452723487857
HIGD1A	-0.0005555595932181018
DBF4	-0.0005558888640575435
BUB1B	-0.0005560666399899632
KIFC2	-0.0005569022120634788
RFTN1	-0.0005570155431382923
POLE	-0.0005574655757360127
TNFSF9	-0.0005575779743487513
HGS	-0.0005576599319183548
SLC1A1	-0.0005577439462943576
MSI2	-0.0005578106035995016
PRPF38B	-0.0005581663045754193
THAP3	-0.0005587691599212814
SH3PXD2B	-0.0005588360053274383
OXR1	-0.0005589324713753452
RAB9B	-0.0005590007460224013
RYR1	-0.0005590413302473167
HLF	-0.0005591072471648287
TNPO3	-0.0005593370715546205
FBXO9	-0.0005593391060423252
TMEM159	-0.0005593391060423252
DNAJC18	-0.0005598810773579534
KLHL29	-0.000559999776102097
CRYZL1	-0.0005600573619694444
SLC25A20	-0.0005600720621071492
PRKD2	-0.0005601329906319669
DBR1	-0.0005605100172171119
ETV4	-0.0005605100172171119
SEC61G	-0.0005605100172171119
ADA	-0.0005605100172171119
SLC7A9	-0.0005608422418595022
RDH12	-0.0005608742171373523
MAT2B	-0.0005619045122072537
TLR5	-0.0005619829071395407
ERC1	-0.0005623997350601214
RIPK4	-0.0005625107777364083
NPY1R	-0.0005625514270051169
RNF125	-0.0005626971526208212
TNKS	-0.0005632052075293934
HEXDC	-0.0005632413760687431
CXCL16	-0.0005636252935878392
PPP1R14C	-0.0005639253195376186
MAFK	-0.0005641516366531547
FCGBP	-0.0005644699254544843
KDELR1	-0.0005646325867749774
ARSK	-0.0005648227749041074
SEC24D	-0.0005649895397491569
IRX3	-0.0005651568833951915
CTDSPL	-0.0005653068208627466
XPR1	-0.0005654033047257533
TBC1D13	-0.000565669422727928
YAP1	-0.0005661470189691642
FEM1A	-0.0005671504178192846
NCAPD2	-0.0005675481373008038
APBB2	-0.0005678623995366551
GATA2	-0.0005683487552074159
RGS10	-0.0005685581314536506
RALBP1	-0.0005690142359616069
DOCK5	-0.0005693705980699781
NUP98	-0.0005697247632550759
LRRC18	-0.0005707348709151788
TCF4	-0.0005710183097522155
GNS	-0.0005712300597475933
CADM4	-0.0005716076439202121
RBMS1	-0.0005717896889702085
KHDRBS3	-0.0005723154211093352
ATG4B	-0.0005732280246185175
CASKIN2	-0.0005733211152421047
EGFL7	-0.0005733211152421047
PPARGC1B	-0.0005733211152421047
PTTG1IP	-0.0005733211152421047
CEP250	-0.0005733211152421047
C1GALT1C1	-0.0005733211152421047
ATP10D	-0.0005733382320976331
DGCR2	-0.0005733382320976331
TCEA3	-0.0005733382320976331
PLEKHA2	-0.0005733382320976331
CSNK1E	-0.0005733382320976331
HSF1	-0.0005733382320976331
DLG5	-0.0005733382320976331
BPHL	-0.0005733382320976331
CAPN2	-0.0005733382320976331
EIF1	-0.0005733382320976331
GCSH	-0.0005733382320976331
HABP4	-0.0005733382320976331
ABAT	-0.0005733382320976331
RAB35	-0.0005733382320976331
MUT	-0.0005733382320976331
AGT	-0.0005733382320976331
COMMD8	-0.0005733382320976331
CDV3	-0.0005733382320976331
ATP1B1	-0.0005733382320976331
SYT17	-0.0005733382320976331
CELSR1	-0.0005733724614164472
TMEM106A	-0.0005735457259652189
SLC9A3R2	-0.0005740630523325929
IFI30	-0.0005744235987268471
PHACTR2	-0.0005744991011841511
BBS2	-0.0005746180520916039
CCNG1	-0.000574650570550184
DNAJC19	-0.0005748632728038968
GOLT1A	-0.0005748632728038968
EXOSC9	-0.0005748632728038968
MALT1	-0.0005748632728038968
SUV39H2	-0.0005748632728038968
PPIC	-0.0005753089289692314
SIPA1L3	-0.0005753089289692314
USP53	-0.0005755701709985042
CACNB2	-0.0005762795754058007
SGPP1	-0.0005771046274145395
FBLN5	-0.0005778693765170381
IRF2BP1	-0.0005780362149570646
ANKRD10	-0.0005783504973542701
JTB	-0.0005788309010411759
PPP1R8	-0.0005788315611747675
SURF6	-0.0005792586315967274
MIA3	-0.0005792586315967274
CSNK1D	-0.0005799189412109896
NR6A1	-0.0005802520014180735
CALR3	-0.0005803369978172561
FGF2	-0.0005805158065362411
RABEP2	-0.0005813161689548617
TRAF3	-0.0005815547497147161
SLC25A22	-0.0005818665827530483
SCRN2	-0.0005821613231218212
DNAJC15	-0.000583524538928907
EZH2	-0.000583524538928907
SLC16A9	-0.000583524538928907
SKAP1	-0.000583524538928907
KIF11	-0.0005842911604158733
CENPL	-0.0005842911604158733
RPP38	-0.0005843365498370262
ARHGDIB	-0.0005843707851997087
RTKN	-0.0005845497698499199
PSMA2	-0.0005850265927571759
GNL3	-0.000585359720685782
RARG	-0.000585359720685782
ODF2	-0.000585359720685782
DIS3	-0.000585359720685782
TGFBR2	-0.0005854798868221646
GFOD1	-0.0005857448898541132
STAG3	-0.0005859550731445592
GMFB	-0.0005859786535210594
RRP15	-0.0005866519895105825
STMN2	-0.0005868262387170182
DNAJA1	-0.0005869031004757946
PHF1	-0.0005870084883213855
MAD1L1	-0.000587498167242452
AP3D1	-0.0005875868670341508
ALS2	-0.0005879727868232464
RNF24	-0.0005900100236158303
BZW2	-0.0005903059858097932
SULF2	-0.0005912382114998396
SCNM1	-0.0005925730808129204
SLC25A15	-0.0005928062774027761
FUBP3	-0.0005931184761033265
CRLF3	-0.0005931184761033265
OPA3	-0.0005935893556304778
CD80	-0.0005936327095890968
MID1IP1	-0.0005938405271041748
ATG16L1	-0.0005943227779295291
ICAM2	-0.0005946141613183193
EPC2	-0.000594647463497725
TPD52	-0.0005952497576583065
PRKCE	-0.0005954013627373507
TMPRSS13	-0.0005955111384243116
CCL25	-0.0005966065098665893
TMEM176A	-0.0005966065098665893
PHF10	-0.0005969658739576017
MAPK11	-0.0005971839158088612
DYRK1A	-0.0005972171032018388
IRF2BP2	-0.0005976737850620519
ING4	-0.0005980362805211487
EIF2A	-0.0005986540539432603
PAK1IP1	-0.000598684080625664
GOLGB1	-0.0005987446797371358
NDST1	-0.0005990313696806434
ZBTB7B	-0.0005991837773705633
UNG	-0.0005992182527989672
PHC2	-0.0005994976525761544
GNAZ	-0.0005996135588798936
CCDC14	-0.0005998240240030652
ST6GALNAC6	-0.0005998849948301971
FASTKD2	-0.0005999025542797311
SSH1	-0.0006002184506114955
ADARB1	-0.0006003908692372421
PEX1	-0.0006005258555602817
CABIN1	-0.0006014367732063393
FBXO5	-0.000601634235686788
ZBTB33	-0.0006016937497811114
ANXA5	-0.0006019335604138685
PRKAB1	-0.0006023033682803238
EIF4A1	-0.0006034875591287709
CBLB	-0.0006038475934149487
GARS	-0.0006043050927211464
FGFR4	-0.0006043339545867311
FZD4	-0.0006043511263166998
UCK2	-0.0006056882804557203
LMBR1	-0.0006056965081042677
ERN2	-0.0006057273571648924
MECP2	-0.0006059971520843028
CTSH	-0.0006059971520843028
CYP20A1	-0.0006060896674129565
PPP1R13B	-0.0006065024895751621
HAGH	-0.0006066502983657818
ITGB6	-0.000606696774258873
UBE2I	-0.0006068496919981858
SLC26A11	-0.0006068788460315596
STEAP3	-0.0006075026462038073
FAHD1	-0.0006075381025894868
GALNT9	-0.0006077931510998486
GTF2I	-0.0006088094193176386
MIF	-0.0006090961558933188
SCAMP1	-0.0006093023472034366
CCNF	-0.0006095357490460535
ABHD3	-0.0006098882951048715
TRIM62	-0.0006099094495684664
GPR108	-0.0006102196119315184
ABT1	-0.0006106895411266954
DHRS7	-0.0006106895411266954
AGPS	-0.0006108966907479832
ATP11B	-0.0006114735770826123
ATF7	-0.0006115460709766074
LAMP1	-0.0006119972138973005
ABCG2	-0.0006122493648160896
SLC6A8	-0.00061260915480575
EIF4EBP2	-0.0006145868018933756
CRIP1	-0.0006149246945063316
SH2B2	-0.0006154363412574118
ENC1	-0.0006157582391355814
SRF	-0.0006159810626869372
ZYG11B	-0.0006161981827834363
CCDC85B	-0.000616680050834933
PHF19	-0.0006176462185427903
AP3S1	-0.0006177080311400431
NBEA	-0.0006183884721345744
GCNT1	-0.0006183884721345744
THYN1	-0.0006199003822839603
DYNLL2	-0.0006199003822839603
IL17RA	-0.0006202599692819122
FBXO30	-0.0006208361281455704
EHD3	-0.0006208361281455704
MYOM1	-0.0006209041692161113
DDX24	-0.0006213124348761096
BTBD9	-0.0006213975287506153
PTPN3	-0.0006215547847985615
COPS5	-0.0006216141601552465
SLC9A1	-0.0006229351987370992
MRPL12	-0.0006230011744068399
PKP4	-0.0006239159562468372
HIST1H3A	-0.000624333638806408
LCORL	-0.0006243391426811129
PDGFC	-0.0006249291937812801
NTN4	-0.0006249291937812801
CDADC1	-0.0006255626489447605
STAC3	-0.0006262623334796279
NQO1	-0.0006265204305815748
YWHAZ	-0.0006275075155022494
POLG	-0.0006277224818430959
PTTG1	-0.0006281769804310537
FBXO44	-0.0006286287274252205
INTS12	-0.0006286739910968982
MGP	-0.0006287186629773351
PPIF	-0.0006296612965115928
MCM3	-0.000629756099621142
WDR19	-0.0006308165487068889
METAP2	-0.0006314911998670209
OFD1	-0.0006314911998670209
NUP133	-0.0006314911998670209
MPP7	-0.0006316446511314131
TSPAN9	-0.000632022724856495
SDCBP2	-0.000632303854898358
PFKFB1	-0.0006326752033675538
GINS1	-0.0006331467739920807
RABGEF1	-0.0006340402154183319
DHX36	-0.0006340402154183319
ISCA2	-0.0006340402154183319
EDA	-0.0006340601929108265
NDRG4	-0.0006344295010389789
PAQR6	-0.0006344628292090073
PGPEP1	-0.0006347233221805952
PIK3R2	-0.000634735122020108
UBC	-0.000634735122020108
RHOT1	-0.000634735122020108
SMPDL3A	-0.000634735122020108
ST8SIA5	-0.000634811550181525
YPEL5	-0.0006353939143743484
ARHGAP10	-0.0006353939143743484
CARD6	-0.0006358657083520757
PRDM11	-0.0006360384795291366
CUL4A	-0.0006366427223338674
PIGS	-0.0006366427223338674
RTN4	-0.0006367054082155697
PDZD11	-0.0006367544578218058
ICA1	-0.0006373703822255852
ATF7IP	-0.0006374378208538595
DIXDC1	-0.000637795213865697
APEH	-0.000638159696482848
GRPEL2	-0.0006392525308910233
CERK	-0.0006394815367350412
UBTF	-0.000639495733333366
ALDH5A1	-0.0006396941959507532
USP48	-0.0006399788129997919
TUSC1	-0.0006404633820251582
TM4SF5	-0.0006409334227691591
SLC25A29	-0.0006409365934432623
LY96	-0.0006409661364395388
POLG2	-0.0006411738439021818
AP3B1	-0.0006411738439021818
NMB	-0.0006411738439021818
WDR26	-0.0006411738439021818
TNFRSF14	-0.0006413734680503808
FKBP4	-0.0006415620937524684
KLHL18	-0.0006416451004557308
XKR8	-0.0006418647588238165
CDCA4	-0.0006418647588238165
CCDC71	-0.0006419758114137745
EFNA5	-0.0006419758114137745
EYA3	-0.0006419758114137745
MRPL22	-0.0006419758114137745
MBD5	-0.0006419758114137745
PPIE	-0.0006419758114137745
TTC7B	-0.0006419758114137745
SECISBP2	-0.0006422580096948229
DUSP6	-0.0006425641034695406
SLC29A2	-0.0006427369448231845
TOR3A	-0.0006428133397183825
NPHP3	-0.000643284638764616
LRRC49	-0.0006434442019682557
CORO1C	-0.0006436362558649836
PDHX	-0.0006438603404150619
PRCP	-0.0006438603404150619
HOXB2	-0.00064387398221928
SACM1L	-0.0006441748227306822
NUTF2	-0.000644309156763345
SENP2	-0.0006454922784900831
HNF4G	-0.0006455498471933776
MAN2A1	-0.0006455498471933776
CNTN4	-0.0006455997512471898
SLC35E1	-0.0006458509544454173
STEAP4	-0.0006461405620537074
PGM3	-0.0006465206140047001
MBTPS1	-0.0006466262101448297
SLC38A1	-0.0006466262101448297
LIPA	-0.0006466286739908668
LAYN	-0.0006470064397881601
MTBP	-0.0006473559580511842
TSC2	-0.0006473559580511842
GAN	-0.0006473559580511842
CTTNBP2NL	-0.0006473559580511842
CAPRIN2	-0.0006473559580511842
SENP3	-0.0006481655097098283
ARL4A	-0.0006481763607472031
SPIN1	-0.0006483884964229459
PDSS1	-0.0006484805472740992
RHPN2	-0.0006484805472740992
RRP9	-0.0006484805472740992
STOX2	-0.0006484805472740992
ALG3	-0.0006487886164220287
PRKCQ	-0.0006489667578714037
TTC13	-0.0006491250884833373
SLCO3A1	-0.00064920357687793
CCND1	-0.0006493800321043709
S100A11	-0.0006500923453352567
GRASP	-0.0006500948392448334
PTPRU	-0.0006502812333319676
R3HDM1	-0.0006508626912104106
FASTKD5	-0.0006512776725074488
BRD4	-0.0006514325202208152
HECTD2	-0.0006522292210875282
MFAP2	-0.0006522709233357071
PDE11A	-0.0006523099442593443
EXO1	-0.0006523461326988599
RNF4	-0.000652430083144938
TMEM9B	-0.0006525862302784269
HPDL	-0.0006527011606211205
TMEM33	-0.0006537944727368079
RND2	-0.0006542693225270347
APPL1	-0.000654425017947801
MVP	-0.0006544271684089235
ZC3H15	-0.0006549387022315421
CUL2	-0.0006556618146866955
NAGA	-0.0006557312212391457
GOLGA3	-0.0006559342739395849
RBL2	-0.0006560466421218031
CAMTA2	-0.0006560466421218031
FOXA1	-0.0006561548580306533
CLN3	-0.0006568635334963677
TERF2	-0.0006585802777407808
NUDCD3	-0.000659624299623914
PALB2	-0.000659624299623914
TPR	-0.0006597908041461111
FADS3	-0.0006607078008689026
WIPI2	-0.0006607239225018387
XPO5	-0.000660944218273177
TRIM32	-0.0006615112299667233
PSME3	-0.0006628660079724817
FXYD6	-0.0006629334737971437
DUS3L	-0.0006631946595925703
ZDHHC17	-0.0006635357958154291
UBN1	-0.0006635727768095186
ARF1	-0.0006641019104811745
SPINK2	-0.0006646826381057833
NFE2	-0.0006650471479416608
TUBA4A	-0.0006650997750848781
TOMM40	-0.0006651414816928566
CARD11	-0.0006651414816928566
ZFP41	-0.0006651414816928566
SYCN	-0.0006653315055345445
NOV	-0.0006653366851658325
GSTT1	-0.0006654576359296634
ATP6V1A	-0.000665487248426226
CDC123	-0.000665505568644756
TMC5	-0.0006657101242011801
PDIA5	-0.0006658502916730262
TRIB1	-0.0006659200022288175
IDH3G	-0.0006660232114401269
ATP2A2	-0.0006660261140167207
PABPC1	-0.0006662237186906458
EMILIN2	-0.0006669887745462866
CREG1	-0.0006671928090299879
SOX4	-0.00066761590961699
TAF2	-0.0006678256856904351
CDCA8	-0.0006679852564954492
JAK1	-0.0006680774363637404
GHRL	-0.0006683436084271379
CD47	-0.0006692024653621349
PPP3R1	-0.0006693703614293156
MCM7	-0.0006699217695473779
COPS7B	-0.0006700413645079909
CLDN9	-0.0006709147867322433
SCAMP5	-0.0006710524095948778
HMBOX1	-0.0006712044316654051
TXNRD3	-0.0006712555905608707
B4GALNT1	-0.0006714518966782203
B3GALNT1	-0.0006714619961797812
TYK2	-0.0006716159930796953
GGT6	-0.0006719019377179278
PLXNA3	-0.0006723270833929687
NCF2	-0.0006724787287100812
SOS1	-0.0006725385854195823
TAC4	-0.0006730015098780969
ZMYM2	-0.0006731331831599816
RAPH1	-0.000673191355666601
PTBP1	-0.0006734700034701676
ARL4C	-0.0006741253052702014
CIT	-0.0006741745472781871
LCOR	-0.0006748632399875398
CRYL1	-0.0006755173937930468
PHOX2A	-0.0006756248870895051
WFIKKN1	-0.0006756248870895051
CDC6	-0.0006757934640787633
LRRCC1	-0.0006758448680105563
COQ5	-0.0006764453625852852
CEP68	-0.0006765715116828092
DPYD	-0.0006765936335701202
CAPG	-0.0006777195934784605
MAP3K10	-0.0006780248045529183
SORBS1	-0.0006783936403047994
CHGA	-0.0006786615884164023
EIF4E3	-0.0006793017781984455
SNAI3	-0.0006793489784431945
SSH3	-0.0006794965914066037
ARHGEF2	-0.0006802273475849431
SLC6A6	-0.0006803818066739702
MDK	-0.0006803936396519545
MBD1	-0.0006806573570585616
INTS7	-0.0006806573570585616
CLPX	-0.0006806573570585616
CREB3L4	-0.0006806573570585616
CAPRIN1	-0.0006808546671879783
TCP1	-0.0006810420730558312
PSRC1	-0.0006818248771469289
MRPL30	-0.0006818248771469289
SLC27A3	-0.0006820003708025754
TOMM22	-0.0006820060956212066
ADCK5	-0.0006821016418722618
CTSE	-0.0006825055500352098
MAN1B1	-0.0006835566361673121
MPP6	-0.0006836433240993411
IFNAR2	-0.0006837547861969868
MANEA	-0.0006838004854869184
STON2	-0.0006840981683277117
CCIN	-0.0006842015432238336
DNAJC1	-0.0006844658201872472
SPINK5	-0.0006855313914117404
GMEB1	-0.0006855429916252481
KLF3	-0.0006856261177161665
LAP3	-0.000685714019853235
PILRA	-0.000685909642270852
ETV6	-0.0006866252779925123
RPL4	-0.0006868794413739886
SYNJ2	-0.0006872445638749339
LPXN	-0.0006876708777659226
CPEB4	-0.0006881852503786165
ANGPTL2	-0.000688732472765325
SH3BP5	-0.0006889132687088204
CYFIP1	-0.0006894241204075493
MIA2	-0.0006897760067888608
TRIM8	-0.0006898908169249513
BEX1	-0.000690233949152761
KRT33B	-0.0006903945214501156
HRASLS	-0.0006903945214501156
CABLES1	-0.0006905234294435025
ANKRD46	-0.0006913784175870733
ERRFI1	-0.0006933585246357088
DCP1B	-0.0006935170452760416
XYLT2	-0.0006935170452760416
TOM1	-0.0006935170452760416
IPO9	-0.0006935170452760416
TBC1D2	-0.0006935170452760416
CLUAP1	-0.0006935170452760416
UMPS	-0.0006935170452760416
GOLPH3L	-0.0006935170452760416
RTN4IP1	-0.0006935170452760416
PTPN4	-0.0006935170452760416
LINGO1	-0.0006935270060594855
TMEM89	-0.0006938641181450905
PAM	-0.0006942992787886914
KLHDC4	-0.000694685023162649
HIST1H2AA	-0.0006948844296624119
VTN	-0.0006950041403822655
SLC16A10	-0.0006955722497819863
MICALL2	-0.0006957300821348134
ADSSL1	-0.0006960672707405199
PISD	-0.0006965027103418701
CENPT	-0.0006972794005845852
SHANK2	-0.0006975999207789791
BOLA3	-0.0006978180492699562
SAP30	-0.0006984964490190223
TCIRG1	-0.0006984964490190223
YIPF4	-0.000698878167902113
CENPB	-0.0006990480114617546
TALDO1	-0.0006991317263576261
PTDSS1	-0.0006991317263576261
YIPF2	-0.0006991317263576261
CSF2RA	-0.0006994072644570099
ACSM1	-0.0006996612866697078
ZBED3	-0.0007000808725634457
GAL3ST1	-0.0007005468363384455
MBD2	-0.0007005468363384455
CCDC134	-0.0007006032957395761
COL1A1	-0.0007011256732790326
MEF2A	-0.0007013307987462878
TTC17	-0.0007016971659896102
TUBG2	-0.0007016971659896102
IDH3B	-0.0007016971659896102
KLC1	-0.0007016971659896102
MRRF	-0.0007016971659896102
THAP11	-0.0007016971659896102
SLC31A1	-0.0007016971659896102
SNUPN	-0.0007016971659896102
MPPE1	-0.0007016971659896102
BCOR	-0.0007019231421166904
CREBZF	-0.0007020918779960583
KLC2	-0.0007021965758705303
CLOCK	-0.0007026201120522581
TBC1D7	-0.0007026538604259802
PLP2	-0.0007036717190337303
BTD	-0.0007039424598250651
RCBTB1	-0.000704068338498331
GFRA3	-0.0007043076992897904
PLOD1	-0.0007044964462150063
CIZ1	-0.0007046641234952007
INSIG2	-0.000705042461643965
UBR1	-0.000705231732564413
HOXB5	-0.0007053226472133996
POPDC2	-0.0007053848015275092
BBS9	-0.0007054335613596353
NACA	-0.0007069370181815562
ZFAND2A	-0.0007078569898753816
MMD	-0.000708438697264527
WDFY1	-0.0007085726240297417
HIST1H2AB	-0.0007088596239211429
NRAS	-0.0007089626413794993
PRKCI	-0.00070954299312443
DHX40	-0.0007096629300053373
RAB20	-0.0007097805290609818
ZBTB11	-0.0007101838109115211
PTPRB	-0.0007101986987891893
XRCC1	-0.0007103859081554654
EFEMP1	-0.0007106224007701894
PTCRA	-0.0007108497655084421
IL10	-0.0007110468504661273
CAMK2N2	-0.0007111079087504664
IGF2BP2	-0.0007115904980987515
PANX1	-0.0007119813727979134
RNASEH2B	-0.0007119813727979134
SNTA1	-0.0007119813727979134
DERA	-0.0007119813727979134
NASP	-0.0007119813727979134
RMND5A	-0.0007120264084436316
TNRC6A	-0.0007124889253081724
SH2B3	-0.0007128144351880913
PRDM2	-0.0007129283775017226
HDAC11	-0.0007133250414370009
CRISPLD2	-0.0007138162306123873
DDX52	-0.0007147747771124887
RTN2	-0.0007152010723381519
AACS	-0.0007152497224449237
IL1RL2	-0.0007154411945104633
LATS2	-0.0007155791637034395
RAB11FIP1	-0.0007158273097852056
NR2F1	-0.0007162859322700768
NDUFA1	-0.0007165233562765787
APRT	-0.0007165233562765787
REEP2	-0.0007171530968626981
DNM2	-0.0007173551887560382
ZDHHC1	-0.0007175274643178884
EP400	-0.0007178688727659094
PON3	-0.0007179449728052706
DDX17	-0.0007198529086786591
CYP2E1	-0.0007202229685520816
SLC44A1	-0.0007203359027564716
COBL	-0.0007209626054750222
MREG	-0.0007221037758101807
ZER1	-0.0007221839540312164
GSTO1	-0.0007230605578114796
DNALI1	-0.0007231172340035571
NDUFB5	-0.0007235176712459169
ATP6V0A1	-0.0007238205365125111
PINK1	-0.0007238644988026789
STEAP2	-0.0007244327083313169
SEC24B	-0.0007244570088430395
PRRC1	-0.0007249571007580563
KIF3B	-0.0007251415251886605
EMP3	-0.0007254023108473329
BUB3	-0.0007256247202655378
SDF2	-0.0007259981509317041
WASF1	-0.0007265288591422517
PKIG	-0.0007265288591422517
ZFYVE26	-0.0007265369308675181
SLC20A1	-0.0007269730455242951
SMPD1	-0.0007273558729634161
PEX10	-0.0007275590052587016
CLEC3B	-0.0007290075745336739
COL4A3BP	-0.0007295202691297186
SOCS6	-0.0007304717210980314
B3GNT8	-0.0007307406873042885
UST	-0.0007321371221166686
RALGPS1	-0.0007326299498216474
FKBP15	-0.0007327282703483811
MBNL3	-0.0007331310658292195
ROR1	-0.0007333762017875601
PHOSPHO2	-0.0007335430100901983
DAZAP1	-0.0007339467445238799
TAF11	-0.0007344492877649325
HOXA3	-0.0007344850566512069
CAB39L	-0.0007353823268678933
CAP1	-0.000737299882753157
DAPK2	-0.0007375472331029914
CYB5D1	-0.0007375793625566483
NAGPA	-0.0007382727806090058
DUSP26	-0.0007383000399515773
SNRPE	-0.0007390887126040098
SUCLG1	-0.0007400084887352845
NFATC2IP	-0.0007401558650774986
MAEA	-0.0007405936273425091
SEC63	-0.0007416887663236105
ALG6	-0.0007418487530511423
KHSRP	-0.0007430566123030626
RBMX	-0.0007436035622179854
CDK5RAP2	-0.0007436035622179854
MLLT10	-0.0007443876728636372
PTPRK	-0.000744671342208095
MTUS1	-0.0007448393399578444
MANBA	-0.0007452655648938918
RIT1	-0.0007457282101047765
TBL1X	-0.0007460718741780715
SF3B4	-0.0007468064059996676
TTPA	-0.0007468776936724508
RGS11	-0.0007471812091776278
LARS2	-0.000747278749082096
SFI1	-0.0007478618457005825
PSPH	-0.0007481239086569417
BICC1	-0.0007491747556763181
DDX23	-0.0007495423173121298
FIS1	-0.0007495915505642637
FARP1	-0.0007500855538076646
SRRM2	-0.000750477858030831
ELP4	-0.000750477858030831
NUDT19	-0.000750477858030831
CCDC6	-0.000750477858030831
RPL37	-0.000750477858030831
DCBLD1	-0.000750477858030831
STXBP2	-0.000750477858030831
PHF6	-0.000750477858030831
SEC11A	-0.000750477858030831
MRPL53	-0.000750477858030831
AFAP1L1	-0.0007505702550352809
SSR1	-0.0007521673848539076
ARHGDIG	-0.0007524763711931685
LRAT	-0.0007530711822323996
TSPYL1	-0.0007533299614537856
OSBPL7	-0.0007533299614537856
ENTPD3	-0.0007534966620938933
AKT2	-0.0007546849555511393
TFAM	-0.0007551184487409899
CGGBP1	-0.0007558135850780686
RBM7	-0.0007565171253152681
COCH	-0.000757693862055105
OIP5	-0.0007582607784364959
JAK3	-0.0007587094862747935
ZBTB44	-0.0007587943093160313
SUB1	-0.0007598027260754971
TEC	-0.0007601452558407399
HIST2H2AC	-0.0007601947432822399
KATNAL2	-0.0007604539324680291
RHOBTB2	-0.0007609595335746857
RAB22A	-0.0007610254032736341
CFLAR	-0.0007616373717265295
DCUN1D2	-0.0007622044879931785
OAT	-0.0007623619299209982
PSMD1	-0.0007624313403099195
MAPK7	-0.0007625911942903476
FGR	-0.0007626098691185944
SLC30A4	-0.0007626099131536001
RAB24	-0.0007627750949090428
TEX10	-0.0007627755819567828
MCOLN3	-0.0007630736313801768
NXT2	-0.0007642893870391633
CSTF3	-0.0007644602188299081
MKKS	-0.0007650023225815754
PRR3	-0.0007650518026530626
