	Euclidean Distance
ACTB	1.8122327752555016e-05
WDR34	1.8111589087449617e-05
TRAM1L1	1.8104821969775754e-05
TSPAN4	1.8072736941118276e-05
SHD	1.803237131954034e-05
HMGCLL1	1.7983518432699572e-05
COLEC11	1.7969672366692145e-05
ARHGAP29	1.7950595393898395e-05
RDX	1.7908139729564818e-05
SESN3	1.7900634128530635e-05
LIFR	1.7900448144861045e-05
INCENP	1.7895001265557507e-05
SOX4	1.7884870507190606e-05
LDHA	1.7880245890471502e-05
NDUFA2	1.786633148916045e-05
LAPTM5	1.785715043477154e-05
ARL2	1.7820009597944915e-05
RAB8B	1.7814946995348755e-05
ST6GAL1	1.781467056757094e-05
SDCBP	1.780969414857117e-05
MVD	1.7780829793177424e-05
LMO7	1.775268287034531e-05
PCGF5	1.773128657321723e-05
CXXC5	1.763413759207923e-05
ATRX	1.7555297578163798e-05
VEGFA	1.7527504578388674e-05
PNKD	1.7492705670547246e-05
ATP2A3	1.748282314569481e-05
NCF2	1.7473986579065046e-05
WNK4	1.7457612393716276e-05
CKAP5	1.7434270339016685e-05
PIAS1	1.73973990367686e-05
EXTL2	1.7389803984097958e-05
MCM2	1.7381088158295986e-05
RBM10	1.7373974879560177e-05
LIPG	1.7371936199020336e-05
SLC28A3	1.7366239209016408e-05
FXYD5	1.735558353522643e-05
AQP3	1.73440046412574e-05
ADI1	1.7343898165026887e-05
SLC25A27	1.73417583126231e-05
NMRAL1	1.7333779340874206e-05
CCDC117	1.7300032919229497e-05
ARHGAP9	1.7291375334916292e-05
RASSF1	1.7286738398991575e-05
ART5	1.7265520579436974e-05
MYD88	1.7202726104597573e-05
CLDN7	1.7200711565868397e-05
ZFHX2	1.7172833433792897e-05
TTYH3	1.7156692537392684e-05
FANCD2	1.7113851293968447e-05
ITGA6	1.7066845112665723e-05
RCOR2	1.706043296490483e-05
MAP1LC3B	1.7049871990144644e-05
FXYD7	1.703005901219313e-05
ZMIZ1	1.7000718025238008e-05
VWA1	1.698981325237817e-05
HSF2	1.6928765674651386e-05
MICAL3	1.6885035243220006e-05
ACOX2	1.6874525345967725e-05
ASB10	1.686197787918568e-05
MAL2	1.682519789195863e-05
SPAG4	1.680303500169121e-05
IL22RA1	1.677869705527913e-05
PYGO1	1.6774709381670486e-05
VNN1	1.6748251569679747e-05
SPC25	1.6723394749149617e-05
RECQL4	1.6709223995146737e-05
UNC5C	1.6705795078076216e-05
PARD6G	1.670000818439832e-05
UNC93B1	1.6694153420999263e-05
B3GALT4	1.666080248526251e-05
PHLDA2	1.665995632546098e-05
PSIP1	1.6611342340443077e-05
GAL3ST4	1.660270048340939e-05
CENPE	1.659816399309877e-05
BPGM	1.6593347452683255e-05
NIPSNAP1	1.659166784977503e-05
TCF7	1.658726002373653e-05
BMP5	1.6584946336469317e-05
CCDC9	1.657339160180023e-05
CAPN1	1.6558097065263867e-05
CDKL5	1.653174288581763e-05
UPK2	1.6473114468705286e-05
ADD3	1.6439999316279235e-05
RAMP1	1.643207214478405e-05
TNNC1	1.6428009381915044e-05
ACSBG1	1.640068689907817e-05
ANGPTL2	1.6349661509768887e-05
COMMD4	1.632788479586547e-05
TLE1	1.630784891408026e-05
STT3A	1.6304601393198524e-05
SKP2	1.629641841100654e-05
AMBP	1.6294260771343382e-05
WDR72	1.6285529046916384e-05
CCNA2	1.625067594257078e-05
ATXN2L	1.6242451660234015e-05
SYTL5	1.6234833365613423e-05
PKLR	1.6222216729923035e-05
FSTL3	1.618396406140838e-05
GPX1	1.6160265278904672e-05
LHB	1.6160125380522138e-05
DTX2	1.6127638923255357e-05
LAMC1	1.6089693713678476e-05
ST8SIA5	1.6083822317812027e-05
BOP1	1.6083151883498378e-05
GIPC3	1.6081936905846352e-05
RTBDN	1.6076452183571646e-05
NDC80	1.606388971713728e-05
APOM	1.6048166458260613e-05
MTHFD2	1.603588258424986e-05
NLRP3	1.601219461870803e-05
UGT3A1	1.6005781617270686e-05
PPP1R16B	1.5972610492027627e-05
KRT85	1.5968076659614695e-05
ARHGDIA	1.5925935902779586e-05
GFRA4	1.59234331917647e-05
H2AFX	1.5913746059574665e-05
BBS5	1.591017770838037e-05
ARRDC2	1.588439630916073e-05
CAV1	1.586529755361554e-05
NPR3	1.580415398085748e-05
SLC29A4	1.580158812647897e-05
LYL1	1.5799394329731336e-05
TLR2	1.5788282940526496e-05
PTPRZ1	1.5785265105179795e-05
SFTPA1	1.5747103746829375e-05
ENC1	1.5735571247331062e-05
IL18BP	1.5688224520022602e-05
TUFT1	1.567742427719883e-05
PLSCR2	1.5676610773033017e-05
TEP1	1.567255164411723e-05
ACBD4	1.5669743177150704e-05
SIRT1	1.56617711404168e-05
GPR146	1.5655593264021736e-05
WDR62	1.5636555928769003e-05
SLCO2A1	1.5635010016023836e-05
CIRBP	1.5632863665815377e-05
EMP2	1.560996576662543e-05
TLCD1	1.5592393897583505e-05
RAB15	1.5592393897583505e-05
LDB3	1.558602981033924e-05
GBP3	1.5581394225301094e-05
CCNB1	1.556989038401415e-05
TRO	1.5553809520490848e-05
CARHSP1	1.5518279311829714e-05
HES6	1.5516450487605168e-05
KCNN4	1.5511611081362057e-05
GABARAPL1	1.548120088406688e-05
CRHR1	1.5474497613827424e-05
STIP1	1.5464591931525297e-05
CHDH	1.545521113807689e-05
RASAL1	1.5447972657648166e-05
GFI1B	1.5440745725157272e-05
FBXL18	1.5439749451987085e-05
ETV5	1.5438249561819903e-05
ADCY1	1.543328992881513e-05
GPR173	1.5432038093856077e-05
TMEM71	1.5403997458095413e-05
EIF4A2	1.5401443797187852e-05
SERTAD3	1.5382906056538573e-05
KCNK5	1.537598683614092e-05
CPEB4	1.5375850143729534e-05
PPM1G	1.535461724144477e-05
WDR18	1.5348806717449057e-05
MAPT	1.5348570017735005e-05
TUBA8	1.5309143062793937e-05
KLHDC7A	1.5252019472269296e-05
CHAF1A	1.523592263724279e-05
CEBPB	1.5235638043398737e-05
DDR2	1.5224739446722439e-05
SYT16	1.5210771225528503e-05
XRN1	1.5203171197354004e-05
PTGS1	1.5201339119306354e-05
ALKBH7	1.520063326902101e-05
NOSTRIN	1.5168727641895838e-05
ITGAV	1.5168490365514268e-05
LY6K	1.5156465658084756e-05
PPFIBP1	1.5123725874104863e-05
EEF1E1	1.5100493169864019e-05
LBH	1.5088386862635834e-05
ACSS1	1.5083979259373504e-05
BIN1	1.5077813634118308e-05
NPM2	1.5066946707654108e-05
IGF2	1.5048263831227724e-05
CARD10	1.5038449017222146e-05
TRIM29	1.5035011592344554e-05
NOXA1	1.5012689108028754e-05
RASL11A	1.499594783442567e-05
ATXN7L1	1.4991061981118084e-05
PIGZ	1.4970945050095594e-05
UTS2R	1.4959657921889387e-05
SCN4A	1.4955737475160172e-05
PDE3B	1.4946466911723635e-05
ADRA1D	1.4943635304198745e-05
MUC16	1.492969118321266e-05
H2AFV	1.4909198590143473e-05
PPP1R3C	1.4898412620081214e-05
ADAM23	1.4885080434219753e-05
FBLN1	1.4878789567184558e-05
S100A14	1.4861830370199176e-05
RIPK2	1.4861029980548948e-05
CYBRD1	1.485822125690028e-05
MYO18A	1.4857413342747232e-05
SH3TC1	1.4857241591287738e-05
EPN3	1.4852305248310853e-05
CPT1B	1.4850836339010936e-05
HCFC2	1.4808258960225186e-05
NPPB	1.4771684164891508e-05
CAMK2N2	1.4770258029039933e-05
THOP1	1.4764536754910848e-05
PFKFB3	1.4749443364685494e-05
MAN2B2	1.474336929143799e-05
THAP2	1.4731210546838082e-05
ART1	1.472860698499411e-05
GLIS1	1.4697173497590006e-05
D2HGDH	1.4691511858862062e-05
GPRC5A	1.467630753606842e-05
SLC2A8	1.4667220627955767e-05
FBXL20	1.4644327392761292e-05
LMAN1L	1.4642330437666124e-05
LPO	1.4630519475546653e-05
EIF4ENIF1	1.4630006102889978e-05
LGALS2	1.461398569983278e-05
EFNA2	1.4613155507678839e-05
BCAT1	1.4540344156042108e-05
USP43	1.450664603242048e-05
ZBTB22	1.4500000992225823e-05
SRP9	1.4499482604315871e-05
PDLIM1	1.449701830596922e-05
EFEMP1	1.4476364552410093e-05
SLC6A14	1.4447958191817736e-05
CHTF18	1.4425131531078584e-05
MTSS1	1.4403595115827922e-05
ASS1	1.4381562495558007e-05
KCNE4	1.4363566087154746e-05
TSHB	1.4360411645546742e-05
ZYG11B	1.4342188369506314e-05
NKX2-3	1.433067937863615e-05
DDX3X	1.4317309402135243e-05
ARHGAP21	1.42986027464763e-05
SPACA3	1.4291299298181405e-05
ENG	1.4247854531691367e-05
IDH2	1.4243070401316025e-05
C1QTNF2	1.424135882744833e-05
CREG2	1.4211736735757773e-05
CDH22	1.418841288660918e-05
GPSM1	1.4167122533610403e-05
CCNL2	1.4147802287756168e-05
MRFAP1	1.414582460102163e-05
FANCA	1.4133814430868569e-05
RGS11	1.4132250550691088e-05
SMAD9	1.4114534665713042e-05
COL20A1	1.4112398148613159e-05
TGIF1	1.4083490359817784e-05
GZF1	1.4082130866814056e-05
SERPINF2	1.4075010392030093e-05
MKX	1.4059065816060676e-05
MYLPF	1.4035640515405812e-05
TMEM158	1.4002966123093867e-05
LHX6	1.3990082920981743e-05
HMGN2	1.398999093174366e-05
NKX2-5	1.3987960619535913e-05
PCDH19	1.3959025747161206e-05
CORT	1.3945051354137249e-05
CALM2	1.3942336261643433e-05
RBM3	1.3939510222828566e-05
SRPX	1.3938562710632325e-05
HIVEP3	1.393614783926125e-05
TNFRSF19	1.3915427731691025e-05
RHPN1	1.3898996803508482e-05
OTUD1	1.3892904476720497e-05
TFPI2	1.3889038225299786e-05
CDKN1C	1.3882160641324421e-05
RNF208	1.3872191126170768e-05
LHFPL4	1.3849099476358922e-05
PIGY	1.3826705602232163e-05
LGALS7	1.3797154685295928e-05
MCM6	1.3768022574411281e-05
PAQR5	1.3758933880139945e-05
HYDIN	1.3755029509111275e-05
RAB38	1.3741724013744624e-05
TMC6	1.3740250044986077e-05
API5	1.3717031272085196e-05
SLC6A12	1.3689573957596354e-05
SPDEF	1.3687231509303254e-05
TNFSF9	1.3648792725205547e-05
HEXIM1	1.3633693335399125e-05
CCDC85A	1.3626993025001486e-05
DERL3	1.3559008563896156e-05
RECQL	1.355788757465842e-05
UTF1	1.3546657062385668e-05
CTNND1	1.3540993222785427e-05
RASAL2	1.3530186380493095e-05
AOX1	1.3524748559375948e-05
HRH2	1.3520324084770926e-05
ACTN3	1.3486801998736674e-05
IL15	1.3466370497151103e-05
AURKA	1.3417223015422944e-05
NUCB1	1.3393906108295152e-05
IL22RA2	1.3392604319445325e-05
PHACTR4	1.3388089937191424e-05
ARL4D	1.3380679065011112e-05
BRIP1	1.3343774980551118e-05
CYP39A1	1.33429579274921e-05
CLEC3B	1.3336566751235595e-05
ANKRD10	1.3334749365690283e-05
CCNT1	1.3334631958242502e-05
SLC39A1	1.3299117677952338e-05
HR	1.3293698341416735e-05
PODXL	1.32734481164438e-05
NANOS1	1.3270009616486784e-05
VCAN	1.3248804463431724e-05
LTK	1.3233172233462264e-05
IRX4	1.322858967491841e-05
SLC25A29	1.3205768913036588e-05
DDX5	1.3201915316709655e-05
HIST3H2A	1.3189178312922692e-05
TLN1	1.3179069717938423e-05
LSM12	1.3169680830139721e-05
SLC38A5	1.3156483686309422e-05
PLEKHA7	1.314532925858609e-05
HSD11B1	1.3118488254877163e-05
YPEL3	1.3099794583660795e-05
LATS2	1.309395599847594e-05
CCDC78	1.3090810592586077e-05
SLC5A3	1.3066837402668453e-05
LSR	1.3060778175326879e-05
UNKL	1.3059186955579972e-05
WDR33	1.3040033294473705e-05
COL4A1	1.3039555067979495e-05
CTDSP2	1.3038725000899987e-05
NXT2	1.3004425331012124e-05
ARID5B	1.2975680336259583e-05
SEMA3D	1.2965283435856688e-05
STAG2	1.2961533163307452e-05
SF3B2	1.2951204514221039e-05
TMED9	1.2942736045480437e-05
DIO3	1.2931279167008982e-05
DDN	1.2927589766752943e-05
TRAM1	1.2925842110773975e-05
CPOX	1.292273958783907e-05
NR4A2	1.2914130867130836e-05
SLC27A1	1.2912859788913335e-05
PDCD6IP	1.2909404449795472e-05
GCKR	1.286877703625954e-05
GFI1	1.2867121973942213e-05
SNAI2	1.284532242034739e-05
C8G	1.2830783720816011e-05
ABHD10	1.2824542258350642e-05
EFHC2	1.281862830460457e-05
TMC8	1.2818505913384346e-05
GSTM3	1.2818022820093696e-05
COL24A1	1.2785168737443687e-05
LOXL3	1.2784041738418148e-05
TTC25	1.2754302567429312e-05
CILP2	1.2747442069542614e-05
UNC13D	1.2732026695024374e-05
PLEKHG2	1.2731674227424036e-05
OLFML3	1.2697768710625282e-05
CCDC34	1.2686043214177237e-05
FLII	1.2685788198654261e-05
BAZ2B	1.2673685503958428e-05
SYT8	1.2672575110717665e-05
PRLHR	1.2648031427320852e-05
DNAJB4	1.2604445704399208e-05
NKD2	1.258546378845873e-05
TMEM97	1.257894325958025e-05
HOXA5	1.2543112364485277e-05
STS	1.2513665137739788e-05
GSPT2	1.2512042702885464e-05
SV2B	1.2484862101346393e-05
RPS9	1.248161973526075e-05
CCDC59	1.2446385126160938e-05
STK17B	1.244397729098202e-05
ALX3	1.2438781661650745e-05
MACF1	1.2434029444725971e-05
PDK2	1.2415590122371766e-05
CTNND2	1.239502321758011e-05
MAP4K3	1.2390674350779385e-05
LGMN	1.238796925210631e-05
PHLDB2	1.2374277548457674e-05
ICOS	1.2358916321978457e-05
CD79A	1.2357893230246484e-05
GSTA2	1.2353087504030955e-05
SEMA3B	1.2336120013474775e-05
MMP9	1.232656723206823e-05
ASNS	1.2323427473848886e-05
HSD17B11	1.2307163251927414e-05
GAS2	1.229285675683641e-05
CPXM1	1.227955320613813e-05
ARFGEF1	1.2276454988318547e-05
ZFAND5	1.2269206417084e-05
ITPR3	1.2267989070527507e-05
GAS1	1.2266545682632126e-05
NUP214	1.2221280515893997e-05
VMO1	1.2210964690936363e-05
CCNB2	1.2191512920188064e-05
ADAMTSL4	1.2173667880875948e-05
SLAMF7	1.2164262147631753e-05
PLXNC1	1.215821477650801e-05
ETFA	1.2157452427109203e-05
GSTO2	1.215544140712764e-05
ASB2	1.21173101667714e-05
BIRC5	1.2117148994901875e-05
SLC15A1	1.2115587744840503e-05
NPL	1.2088213413440256e-05
ANKHD1	1.2084067483712452e-05
LUC7L2	1.2084067483712452e-05
PYY	1.2056725720085698e-05
USP53	1.2050235499340608e-05
DAPK3	1.2022671289520664e-05
CSTB	1.2002439255115257e-05
SVIL	1.199860551117193e-05
SDF2L1	1.1989356301235052e-05
RPGRIP1	1.1988656203943393e-05
NME5	1.1957322837317949e-05
BCL6	1.1927104203912437e-05
CDK5	1.1902785329147172e-05
DRD4	1.1890651182888934e-05
CDKN1A	1.1879812438727512e-05
CKLF	1.186480304659881e-05
TUB	1.18623521255973e-05
NFE2L3	1.1852170948059506e-05
CLCF1	1.184782189007152e-05
RNASEH2A	1.1844706442885237e-05
HSD17B4	1.1821202663647431e-05
SLC12A7	1.1809860071150399e-05
PADI1	1.1807780374305914e-05
UHRF1	1.179789989860407e-05
PMF1	1.1783817567359131e-05
LRFN4	1.1758366657621399e-05
CD302	1.1750494291046229e-05
BANK1	1.174785837871707e-05
USP36	1.1731911268372557e-05
CORO1A	1.1725728238482452e-05
B3GALNT2	1.1713229711739069e-05
HES5	1.171055202755178e-05
RASSF2	1.1704559092124358e-05
UBAP2L	1.1704323196517575e-05
RAPGEFL1	1.1700519067487768e-05
FBXO44	1.168550993466674e-05
ZNRD1	1.167705935484375e-05
UNC5A	1.167705935484375e-05
SDSL	1.167705935484375e-05
AGTRAP	1.167705935484375e-05
GBGT1	1.1660105267677357e-05
REEP1	1.1658630501895667e-05
IRAK3	1.1651024591324962e-05
GZMM	1.1633532983859272e-05
NPLOC4	1.1625875343032631e-05
PDE4D	1.1625800422167272e-05
PIF1	1.1593743999790985e-05
PFKFB2	1.1591302157170767e-05
RHEBL1	1.1574193870004458e-05
ARNTL2	1.1568550944082621e-05
SMARCC1	1.1561026906200092e-05
HIP1R	1.1559803468434555e-05
NEDD4	1.1543168185970343e-05
EGR4	1.1531151463114391e-05
VAT1	1.152663165885182e-05
EHD2	1.1526522528314935e-05
TRIM26	1.1516928700426424e-05
ID1	1.1510281879828049e-05
POLR2A	1.1508450287872924e-05
SMC1A	1.1493885748886217e-05
GPR19	1.1491488367021752e-05
MB	1.1484883464048409e-05
SLC8A3	1.1468290444272587e-05
TMPO	1.1457057196726414e-05
ANK2	1.1437677977758198e-05
WNT10B	1.1437138890650543e-05
PBK	1.1418211034426696e-05
MCM10	1.1403999890959768e-05
H1F0	1.1397386881462672e-05
FJX1	1.1391817561045578e-05
APOBEC1	1.1339702696893462e-05
DLC1	1.132680178444833e-05
MGA	1.131900686906407e-05
KIFC1	1.1298483995030732e-05
TNKS1BP1	1.1291849500877873e-05
FCRL5	1.129056741836238e-05
RNASE1	1.1279490013483715e-05
PILRA	1.126721117493843e-05
KRT16	1.1244154194454855e-05
OSCAR	1.1221608081896696e-05
LAMA1	1.1214710295688175e-05
GNG8	1.1198393879777163e-05
PRG2	1.1162370723991864e-05
THPO	1.1151979138105053e-05
HIST1H1A	1.1135180238614211e-05
RBBP4	1.1130521512458867e-05
ARMC5	1.1124474157257222e-05
PXMP2	1.1115502928587235e-05
COL7A1	1.1109185041732598e-05
CREB3L3	1.1096778545052874e-05
FRMD4A	1.109157242621985e-05
PLB1	1.1088034765038348e-05
KIF12	1.1080797762973415e-05
TMEM106A	1.108045849545219e-05
ZBTB6	1.107771076795723e-05
ERCC5	1.1059112502211225e-05
SOAT2	1.1049291895886557e-05
TLR1	1.1045372348267425e-05
HERC2	1.1041770461559006e-05
CCDC121	1.1033465227320061e-05
ALDH1L1	1.1031732646017635e-05
PROC	1.1022159937260313e-05
USP37	1.101045137123264e-05
SYN1	1.1007776235425162e-05
SOX7	1.1006771801645885e-05
TNFAIP8	1.0986839527546507e-05
FARSB	1.0976450514096409e-05
DHFR	1.0969907466605608e-05
CHRM4	1.0962174485343764e-05
ITIH4	1.0955658789152024e-05
NUP98	1.0952206634757095e-05
RNF139	1.0944260654357799e-05
SLC16A4	1.0938113678697744e-05
SLC29A1	1.0932592218809224e-05
KCTD14	1.0928844196002533e-05
NMNAT3	1.0923884144212989e-05
SEMA5A	1.0923884144212989e-05
CALML3	1.0923884144212989e-05
RFESD	1.0923884144212989e-05
DUSP19	1.0923884144212989e-05
MYO1G	1.0922290514206334e-05
TGFB3	1.090172731656724e-05
SPRED2	1.0890067415486531e-05
DHX15	1.0875464560166128e-05
KLK4	1.0865868834967286e-05
ZBTB1	1.0859490186212915e-05
PLTP	1.0854928875698765e-05
TRA2A	1.0852819887987576e-05
AQP2	1.0836777064182913e-05
WDR73	1.0829229443854687e-05
SLC17A8	1.0821799123081906e-05
HCST	1.0819533517982984e-05
ATF7IP	1.0813563090611134e-05
LXN	1.081006753003497e-05
SIDT2	1.0809412875139772e-05
SLC5A12	1.0801631586628309e-05
CCNG1	1.0792235233786481e-05
KCNAB3	1.0791990953627855e-05
ARID1B	1.0745054790202531e-05
HPSE	1.0724339335730169e-05
PLEKHG3	1.0719919963005235e-05
DOCK11	1.0712330672757673e-05
SEC24D	1.0703147393019218e-05
DBF4	1.069097767038496e-05
SPRED1	1.0682110751300936e-05
CDKL3	1.0673701122373766e-05
GJC1	1.0670066367009588e-05
SMNDC1	1.0649832966647854e-05
SLC30A7	1.0610164549726826e-05
TLR6	1.0600831300674385e-05
ADCYAP1R1	1.0597124797507095e-05
CCDC113	1.0592091827355847e-05
ARHGAP22	1.0563784403124762e-05
MPP7	1.0546543401133674e-05
BAX	1.0534874293521973e-05
GGCX	1.0527269861071577e-05
FPGT	1.0509861181133177e-05
CD55	1.0499446853539653e-05
SMURF1	1.0495100136092645e-05
HRK	1.0493814644680879e-05
RBP1	1.047477797135381e-05
ANP32A	1.0466711103592036e-05
DCUN1D3	1.0449535496250762e-05
HDAC4	1.0442616532809588e-05
CAPZB	1.0438953276907524e-05
GTSE1	1.0421542687798351e-05
PRSS16	1.0418914974704824e-05
APH1A	1.040183852662217e-05
KLHDC2	1.0400333589871618e-05
BMP4	1.0399783538519706e-05
YPEL1	1.0391991283914682e-05
GABRB2	1.0378494498661262e-05
FGF12	1.0350636177318779e-05
PRPF8	1.0318512877090747e-05
LLGL2	1.0299701458933962e-05
ANKRD23	1.0275196060026291e-05
ZFP37	1.0260450557107884e-05
ASB13	1.0254943510289583e-05
CKS1B	1.0249391712619185e-05
TLK2	1.0224232274487708e-05
ALDH2	1.0224001686405624e-05
TXNDC5	1.0223781790938097e-05
GAST	1.0217692784870406e-05
BCL2L14	1.0212491108275054e-05
RARRES2	1.0200659015483401e-05
CRYL1	1.0188857741796902e-05
GSTM5	1.0183332086915354e-05
DUS1L	1.0179263124672868e-05
CCNT2	1.0177611141837885e-05
SNTB1	1.0177108678100364e-05
UXT	1.0175056881611236e-05
EXOSC6	1.0174230113815618e-05
SMARCA2	1.0165701007108225e-05
SCT	1.0162602564451049e-05
RAB33A	1.0158238945879584e-05
AMN	1.014157716043497e-05
CLSTN2	1.0138548500973241e-05
RGL1	1.012436450980374e-05
CDCA2	1.012125939382859e-05
CITED4	1.0113079906573867e-05
ANKRD2	1.0103640429303669e-05
SPSB1	1.0098816853898984e-05
TNK2	1.0091213945588193e-05
NTRK1	1.0083058413256711e-05
MSLN	1.008305566828774e-05
PPM1M	1.007920442352999e-05
ATP6V1C2	1.0079161623058002e-05
MTHFR	1.0064972208364382e-05
PCSK4	1.005750563970166e-05
ACSM3	1.0021814884633976e-05
PALMD	1.001264223962616e-05
MLKL	1.0007422183328105e-05
PLA2G6	9.999655176721622e-06
IFNAR2	9.984014253516017e-06
ARHGAP4	9.980200611085387e-06
MAD2L2	9.957467734594579e-06
CHRM1	9.953043177321537e-06
PPY	9.952420642787254e-06
NKG7	9.927124484687949e-06
MAST4	9.921598594828589e-06
HEXDC	9.910008365112913e-06
PPP4C	9.901477835140653e-06
GNA15	9.89726914636182e-06
BUB1B	9.888514195477125e-06
HAS3	9.885271514360409e-06
CD109	9.86722223955702e-06
FAT4	9.856384311499928e-06
NRG1	9.855915295070833e-06
SLC25A10	9.854210499991772e-06
NXPH3	9.853779009112104e-06
RSPO3	9.847080243616973e-06
ATXN7	9.829327683680007e-06
RCN3	9.826054572977909e-06
GSTT1	9.825587105669416e-06
GRIN2C	9.82511830407732e-06
CAPNS1	9.822749337356886e-06
PODXL2	9.821521020665442e-06
MFNG	9.806530880757016e-06
SOX21	9.802470802022244e-06
DOCK10	9.799087860203722e-06
SLC37A2	9.782116352645567e-06
FKBP1A	9.7807301659998e-06
HYI	9.772835039310862e-06
MICALCL	9.750683548030139e-06
PRKCH	9.743243002291901e-06
CLDN14	9.711815054611113e-06
AADAC	9.696338899193083e-06
HCN2	9.6925188062594e-06
H2AFJ	9.682450304196603e-06
PTGES3	9.677731401143439e-06
KIF14	9.677377145201387e-06
HPS6	9.673844689697845e-06
MRGPRE	9.67083175877909e-06
PPM1F	9.660359870277933e-06
RAI1	9.657146649232213e-06
IFRD1	9.651106055155388e-06
LRRN3	9.624664218551813e-06
GLDC	9.61471965417194e-06
CD247	9.5969855884989e-06
MYL4	9.582388477384636e-06
STAT4	9.58164260998535e-06
B3GNT2	9.579104968123016e-06
ADAM15	9.577682642008713e-06
HIST1H2BC	9.577233771788462e-06
REPIN1	9.557025831556336e-06
CCDC96	9.549187323514208e-06
SYT15	9.54043697034808e-06
ARL4C	9.535876536355197e-06
TTK	9.528374285492081e-06
THOC3	9.526003556734e-06
CKMT2	9.523105641535863e-06
SLC15A2	9.504326631334888e-06
GALM	9.502531447317304e-06
HIST1H3D	9.492145776796059e-06
PHYHIP	9.463293067431973e-06
GBX2	9.459738018552606e-06
SMCR8	9.450856571884553e-06
CUL3	9.44292321611465e-06
P2RY10	9.439915305787846e-06
ARHGDIB	9.4327846459493e-06
PHKG1	9.432556883037651e-06
ARFRP1	9.419341765694493e-06
SLC5A1	9.416878693908697e-06
P2RX2	9.411837694326532e-06
ZC3H12C	9.40209587607138e-06
CLTB	9.39861758234958e-06
GINS4	9.3888405359432e-06
PELI1	9.386173146405923e-06
CEP68	9.382101247127277e-06
LGALS4	9.377903562748926e-06
RABGAP1L	9.367419154096794e-06
HSPA1L	9.366690409835098e-06
DMD	9.366581109093758e-06
CFH	9.357834100437577e-06
NMI	9.356946047216746e-06
EXT1	9.351365007932076e-06
AR	9.34604986084029e-06
AQP5	9.345202765059505e-06
P2RX3	9.344357786674042e-06
THRA	9.344076945444122e-06
CLEC11A	9.337641585276155e-06
FES	9.335999187177158e-06
CCDC89	9.328815774908267e-06
ITGA5	9.32158505695695e-06
GSTA3	9.310665983471102e-06
LONRF3	9.305140036717643e-06
SUSD3	9.29803099778496e-06
NOG	9.295079944625388e-06
TOR2A	9.29306608325446e-06
PIGW	9.290293282850023e-06
ACVR1C	9.284480037412255e-06
AHCYL1	9.283954529262054e-06
KCNN1	9.241495771217457e-06
STOML1	9.217962159742287e-06
ATRNL1	9.217892154064697e-06
SLC8A1	9.213654551790644e-06
HACE1	9.198275400384654e-06
STX1A	9.17371859820061e-06
NPM1	9.155650955849413e-06
ZCCHC2	9.153700165894188e-06
KLF5	9.145272402841664e-06
KCNAB1	9.134712392280806e-06
RASGEF1B	9.110154813416106e-06
SLIT3	9.106486264231623e-06
DDO	9.10340135429496e-06
PAG1	9.07134993334474e-06
CCNE2	9.066205208741382e-06
SGMS2	9.053283452646835e-06
TMBIM4	9.031902141522512e-06
SLC24A3	9.02789764544819e-06
GP1BB	9.022396513242443e-06
RPS2	9.016252366361132e-06
TMEM161A	9.005935921722834e-06
DLST	8.998074405496878e-06
ANAPC10	8.996852972818513e-06
BAIAP2L2	8.992431775901906e-06
RPL14	8.99094034757747e-06
TIMP4	8.986729462301608e-06
PROCR	8.981029632766099e-06
MGST3	8.957694874707082e-06
ROR1	8.94791964901152e-06
VIL1	8.938794410175127e-06
TMSB4X	8.928737063769358e-06
GSG1L	8.92460971169575e-06
PPP1R1B	8.914124790763123e-06
SCARA3	8.913434974290615e-06
CSPG5	8.910399110213815e-06
DHRS7B	8.90774672910166e-06
MYADM	8.895350640729048e-06
HIST1H2BM	8.891489153884437e-06
CCDC69	8.87012221906191e-06
NAV1	8.848646592998474e-06
DAND5	8.839158984444997e-06
BRD4	8.828384607158566e-06
ITPKC	8.824155637490836e-06
ID3	8.804356146060846e-06
CRLF1	8.795504629675265e-06
RETNLB	8.790822653020368e-06
MAPK8	8.790727123882193e-06
MCAM	8.778182813541248e-06
ZDHHC12	8.773519764605009e-06
PNN	8.770286867883547e-06
ADAMTSL2	8.769762920843171e-06
AFG3L2	8.766510917804141e-06
PKN2	8.765693858621597e-06
B3GNT8	8.765395371892347e-06
PRICKLE1	8.763627429508653e-06
CNKSR3	8.761910389468931e-06
AMFR	8.760229035417352e-06
UPP1	8.72504828206285e-06
GRAMD1B	8.706653876614542e-06
CLCN6	8.702694126722272e-06
DHCR7	8.70196813827391e-06
ARHGAP26	8.66990062611489e-06
IL18R1	8.667250946625474e-06
LYSMD3	8.66477308521239e-06
REXO1	8.658723416091109e-06
CCDC86	8.653186514896088e-06
RMND5A	8.651026314873382e-06
TNFAIP6	8.647871157103415e-06
ZC3H11A	8.636155720807622e-06
PPP1R13B	8.631316431733676e-06
SULT4A1	8.630771957284315e-06
NUPL2	8.630546742305162e-06
MEF2D	8.626872865604867e-06
DNAJB6	8.623990885684097e-06
CLDN18	8.618475318497303e-06
CC2D1B	8.602967061638439e-06
SERPINI1	8.598809083132986e-06
GNG7	8.573702796510384e-06
CABP4	8.572348812126622e-06
MREG	8.54894107529891e-06
CALD1	8.54696790385306e-06
TULP1	8.543286360677214e-06
